Cry	Type	Domain	Length	ID_pair	ID_NOV	NOM_group	Species
BT_Cry1Ac18	all	domain1	603	57.6953672568944	100	BT	Bacillus thuringiensis
BT_Cry1Ac19	all	domain1	603	57.5492368462146	100	BT	Bacillus thuringiensis
BT_Cry1Ac20	all	domain1	603	57.6942812010308	100	BT	Bacillus thuringiensis
BT_Cry1Ac22	all	domain1	603	57.6331851280425	100	BT	Bacillus thuringiensis
BT_Cry1Ac24	all	domain1	603	57.3832653383189	100	BT	Bacillus thuringiensis
BT_Cry1Ac25	all	domain1	603	57.589765715864	100	BT	Bacillus thuringiensis
BT_Cry1Ac27	all	domain1	603	57.6942812010308	100	BT	Bacillus thuringiensis
BT_Cry1Ac28	all	domain1	603	57.6962942590615	100	BT	Bacillus thuringiensis
BT_Cry1Ac29	all	domain1	603	57.6942812010308	100	BT	Bacillus thuringiensis
BT_Cry1Ac30	all	domain1	603	57.6962942590615	100	BT	Bacillus thuringiensis
BT_Cry1Ac33	all	domain1	603	57.6953672568944	100	BT	Bacillus thuringiensis
BT_Cry1Ac35	all	domain1	603	57.6953672568944	100	BT	Bacillus thuringiensis
BT_Cry1Ac36	all	domain1	603	57.6953672568944	100	BT	Bacillus thuringiensis
BT_Cry1Ac37	all	domain1	603	57.6953672568944	100	BT	Bacillus thuringiensis
BT_Cry1Ac38	all	domain1	603	57.5859355554444	100	BT	Bacillus thuringiensis
BT_Cry1Ac39	all	domain1	603	57.6962942590615	100	BT	Bacillus thuringiensis
BT_Cry1Ac4	all	domain1	603	57.6942812010308	100	BT	Bacillus thuringiensis
BT_Cry1Ac6	all	domain1	603	57.6942812010308	100	BT	Bacillus thuringiensis
BT_Cry1Ac8	all	domain1	603	57.6792006735699	100	BT	Bacillus thuringiensis
BT_Cry1Ac9	all	domain1	603	57.6962942590615	100	BT	Bacillus thuringiensis
BT_Cry1Ad1	all	domain1	603	56.5330411586711	100	BT	Bacillus thuringiensis
BT_Cry1Ad2	all	domain1	603	56.5330411586711	100	BT	Bacillus thuringiensis
BT_Cry1Ae1	all	domain1	603	56.4201073853413	100	BT	Bacillus thuringiensis
BT_Cry1Af1	all	domain1	594	56.6465593358659	100	BT	Bacillus thuringiensis
BT_Cry1Ag1	all	domain1	603	57.2963659999304	100	BT	Bacillus thuringiensis
BT_Cry1Ah2	all	domain1	603	54.062290017191	100	BT	Bacillus thuringiensis
BT_Cry1Ai1	all	domain1	603	57.4741781657354	100	BT	Bacillus thuringiensis
BT_Cry1Ba1	all	domain1	603	53.7673150200646	100	BT	Bacillus thuringiensis
BT_Cry1Ba6	all	domain1	603	53.5295923909689	100	BT	Bacillus thuringiensis
BT_Cry1Ba7	all	domain1	603	53.7673150200646	100	BT	Bacillus thuringiensis
BT_Cry1Bb1	all	domain1	603	53.846945400037	100	BT	Bacillus thuringiensis
BT_Cry1Bd1	all	domain1	603	53.846945400037	100	BT	Bacillus thuringiensis
BT_Cry1Bd2	all	domain1	603	53.846945400037	100	BT	Bacillus thuringiensis
BT_Cry1Be1	all	domain1	603	53.5035126827188	100	BT	Bacillus thuringiensis
BT_Cry1Be3	all	domain1	603	53.3568811921463	100	BT	Bacillus thuringiensis
BT_Cry1Bf1	all	domain1	603	53.7571936488338	100	BT	Bacillus thuringiensis
BT_Cry1Bg1	all	domain1	603	53.3382788798837	100	BT	Bacillus thuringiensis
BT_Cry1Bh1	all	domain1	603	53.5376022626883	100	BT	Bacillus thuringiensis
BT_Cry1Bi1	all	domain1	603	53.3382788798837	100	BT	Bacillus thuringiensis
BT_Cry1Bj1	all	domain1	603	53.6667515522358	100	BT	Bacillus thuringiensis
BT_Cry1Ca11	all	domain1	603	54.1086583634124	100	BT	Bacillus thuringiensis
BT_Cry1Ca2	all	domain1	603	54.1086583634124	100	BT	Bacillus thuringiensis
BT_Cry1Ca3	all	domain1	603	54.1086583634124	100	BT	Bacillus thuringiensis
BT_Cry1Ca4	all	domain1	603	54.064143247213	100	BT	Bacillus thuringiensis
BT_Cry1Cb1	all	domain1	603	54.1055364168975	100	BT	Bacillus thuringiensis
BT_Cry1Da1	all	domain1	603	54.4109111696482	100	BT	Bacillus thuringiensis
BT_Cry1Da4	all	domain1	603	54.4109111696482	100	BT	Bacillus thuringiensis
BT_Cry1Db1	all	domain1	603	53.8358106299486	100	BT	Bacillus thuringiensis
BT_Cry1Ea10	all	domain1	603	54.5546195760352	100	BT	Bacillus thuringiensis
BT_Cry1Ea2	all	domain1	603	54.4803707226335	100	BT	Bacillus thuringiensis
BT_Cry1Ea4	all	domain1	603	54.5546195760352	100	BT	Bacillus thuringiensis
BT_Cry1Ea7	all	domain1	603	54.5546195760352	100	BT	Bacillus thuringiensis
BT_Cry1Eb1	all	domain1	597	54.6499823384602	100	BT	Bacillus thuringiensis
BT_Cry1Fa1	all	domain1	603	53.4302014987738	100	BT	Bacillus thuringiensis
BT_Cry1Fa3	all	domain1	603	53.4302014987738	100	BT	Bacillus thuringiensis
BT_Cry1Fa4	all	domain1	603	53.4302014987738	100	BT	Bacillus thuringiensis
BT_Cry1Fb1	all	domain1	603	53.1727928912061	100	BT	Bacillus thuringiensis
BT_Cry1Fb3	all	domain1	603	53.1727928912061	100	BT	Bacillus thuringiensis
BT_Cry1Fb6	all	domain1	603	53.1201109134292	100	BT	Bacillus thuringiensis
BT_Cry1Ga2	all	domain1	591	52.510554655674	100	BT	Bacillus thuringiensis
BT_Cry1Gb1	all	domain1	591	52.4301563182136	100	BT	Bacillus thuringiensis
BT_Cry1Gb2	all	domain1	591	52.4301563182136	100	BT	Bacillus thuringiensis
BT_Cry1Ha1	all	domain1	588	52.975247590253	100	BT	Bacillus thuringiensis
BT_Cry1Hb1	all	domain1	588	52.7390561964102	100	BT	Bacillus thuringiensis
BT_Cry1Ia11	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia12	all	domain1	603	55.745994668963	100	BT	Bacillus thuringiensis
BT_Cry1Ia13	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia15	all	domain1	603	55.7323460941069	100	BT	Bacillus thuringiensis
BT_Cry1Ia18	all	domain1	603	55.7179855336137	100	BT	Bacillus thuringiensis
BT_Cry1Ia2	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia20	all	domain1	600	55.7482162094473	100	BT	Bacillus thuringiensis
BT_Cry1Ia21	all	domain1	603	55.5938198614184	100	BT	Bacillus thuringiensis
BT_Cry1Ia22	all	domain1	603	55.5581460700132	100	BT	Bacillus thuringiensis
BT_Cry1Ia24	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia25	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia26	all	domain1	603	55.608077893596	100	BT	Bacillus thuringiensis
BT_Cry1Ia28	all	domain1	603	55.8365289635635	100	BT	Bacillus thuringiensis
BT_Cry1Ia29	all	domain1	603	55.7761658745075	100	BT	Bacillus thuringiensis
BT_Cry1Ia3	all	domain1	603	55.7985137709005	100	BT	Bacillus thuringiensis
BT_Cry1Ia30	all	domain1	603	55.6985828674002	100	BT	Bacillus thuringiensis
BT_Cry1Ia31	all	domain1	603	55.6334791006573	100	BT	Bacillus thuringiensis
BT_Cry1Ia32	all	domain1	603	55.6019342780562	100	BT	Bacillus thuringiensis
BT_Cry1Ia33	all	domain1	603	55.6441453932862	100	BT	Bacillus thuringiensis
BT_Cry1Ia4	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia6	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ia7	all	domain1	603	55.6574870125368	100	BT	Bacillus thuringiensis
BT_Cry1Ia8	all	domain1	603	55.7995487950537	100	BT	Bacillus thuringiensis
BT_Cry1Ib1	all	domain1	603	55.7107795744855	100	BT	Bacillus thuringiensis
BT_Cry1Ib2	all	domain1	603	55.7191189890284	100	BT	Bacillus thuringiensis
BT_Cry1Ib4	all	domain1	603	55.4382664587143	100	BT	Bacillus thuringiensis
BT_Cry1Ib7	all	domain1	603	55.5688420004607	100	BT	Bacillus thuringiensis
BT_Cry1Ib8	all	domain1	603	55.5531573877329	100	BT	Bacillus thuringiensis
BT_Cry1Ic1	all	domain1	597	55.1525219853112	100	BT	Bacillus thuringiensis
BT_Cry1Id1	all	domain1	603	54.7424574497255	100	BT	Bacillus thuringiensis
BT_Cry1Ie1	all	domain1	603	54.9988143298509	100	BT	Bacillus thuringiensis
BT_Cry1Ie3	all	domain1	603	54.9988143298509	100	BT	Bacillus thuringiensis
BT_Cry1Ie4	all	domain1	603	54.8611897470349	100	BT	Bacillus thuringiensis
BT_Cry1Ie5	all	domain1	603	54.4322845652441	100	BT	Bacillus thuringiensis
BT_Cry1Ig1	all	domain1	603	55.067516226108	100	BT	Bacillus thuringiensis
BT_Cry1Ja1	all	domain1	603	53.9794786069345	100	BT	Bacillus thuringiensis
BT_Cry1Ja3	all	domain1	603	53.9794786069345	100	BT	Bacillus thuringiensis
BT_Cry1Jb1	all	domain1	603	53.6663663438474	100	BT	Bacillus thuringiensis
BT_Cry1Jd1	all	domain1	603	53.3313998872011	100	BT	Bacillus thuringiensis
BT_Cry1Ka1	all	domain1	606	53.7049395044402	100	BT	Bacillus thuringiensis
BT_Cry1Ka2	all	domain1	603	53.8147951231736	100	BT	Bacillus thuringiensis
BT_Cry1La1	all	domain1	579	53.0561131015055	100	BT	Bacillus thuringiensis
BT_Cry1La2	all	domain1	579	53.1367347422023	100	BT	Bacillus thuringiensis
BT_Cry1Ma1	all	domain1	603	54.5757939279789	100	BT	Bacillus thuringiensis
BT_Cry1Na1	all	domain1	600	53.070305908754	100	BT	Bacillus thuringiensis
BT_Cry1Nb1	all	domain1	600	52.7393612224374	100	BT	Bacillus thuringiensis
BT_Cry20Aa1	all	domain1	600	51.5079185299624	100	BT	Bacillus thuringiensis
BT_Cry20Ba2	all	domain1	591	51.5824571411909	100	BT	Bacillus thuringiensis
BT_Cry21Aa1	all	domain1	696	49.2813624618588	100	BT	Bacillus thuringiensis
BT_Cry21Ba1	all	domain1	687	49.2578901381855	100	BT	Bacillus thuringiensis
BT_Cry21Ca1	all	domain1	711	49.450035048001	100	BT	Bacillus thuringiensis
BT_Cry21Da1	all	domain1	729	48.7801711849525	100	BT	Bacillus thuringiensis
BT_Cry21Fa1	all	domain1	690	49.4071255232636	100	BT	Bacillus thuringiensis
BT_Cry21Ga1	all	domain1	648	49.8091567780832	100	BT	Bacillus thuringiensis
BT_Cry21Ha1	all	domain1	666	49.9422982835866	100	BT	Bacillus thuringiensis
BT_Cry24Ca1	all	domain1	633	51.4144010601773	100	BT	Bacillus thuringiensis
BT_Cry24Da1	all	domain1	633	51.9649099869722	100	BT	Bacillus thuringiensis
BT_Cry26Aa1	all	domain1	606	51.8564907142356	100	BT	Bacillus thuringiensis
BT_Cry27Aa1	all	domain1	597	50.9450501564349	100	BT	Bacillus thuringiensis
BT_Cry28Aa1	all	domain1	615	51.1850076666643	100	BT	Bacillus thuringiensis
BT_Cry28Aa2	all	domain1	615	51.1850076666643	100	BT	Bacillus thuringiensis
BT_Cry29Aa1	all	domain1	606	50.7409275187266	100	BT	Bacillus thuringiensis
BT_Cry2Aa10	all	domain1	579	54.4249551337119	100	BT	Bacillus thuringiensis
BT_Cry2Aa13	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Aa14	all	domain1	579	54.4091983353032	100	BT	Bacillus thuringiensis
BT_Cry2Aa15	all	domain1	579	54.4350008372712	100	BT	Bacillus thuringiensis
BT_Cry2Aa16	all	domain1	579	54.3637070478745	100	BT	Bacillus thuringiensis
BT_Cry2Aa17	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Aa3	all	domain1	579	54.262415468076	100	BT	Bacillus thuringiensis
BT_Cry2Aa5	all	domain1	579	54.3774131228292	100	BT	Bacillus thuringiensis
BT_Cry2Aa6	all	domain1	579	54.3847955191656	100	BT	Bacillus thuringiensis
BT_Cry2Aa8	all	domain1	579	54.4249551337119	100	BT	Bacillus thuringiensis
BT_Cry2Ab11	all	domain1	579	55.2432228034208	100	BT	Bacillus thuringiensis
BT_Cry2Ab12	all	domain1	579	55.2446244647809	100	BT	Bacillus thuringiensis
BT_Cry2Ab13	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab14	all	domain1	579	55.2689558726368	100	BT	Bacillus thuringiensis
BT_Cry2Ab15	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab19	all	domain1	579	55.1197390417858	100	BT	Bacillus thuringiensis
BT_Cry2Ab20	all	domain1	579	55.1720338444481	100	BT	Bacillus thuringiensis
BT_Cry2Ab21	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab22	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab23	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab25	all	domain1	579	55.1668002645799	100	BT	Bacillus thuringiensis
BT_Cry2Ab26	all	domain1	579	55.174467588369	100	BT	Bacillus thuringiensis
BT_Cry2Ab28	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab29	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab30	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab4	all	domain1	579	55.2432228034208	100	BT	Bacillus thuringiensis
BT_Cry2Ab5	all	domain1	579	55.2709377635705	100	BT	Bacillus thuringiensis
BT_Cry2Ab6	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab7	all	domain1	579	55.2432228034208	100	BT	Bacillus thuringiensis
BT_Cry2Ab8	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ab9	all	domain1	579	55.1338793483748	100	BT	Bacillus thuringiensis
BT_Cry2Ac1	all	domain1	579	53.9627123872754	100	BT	Bacillus thuringiensis
BT_Cry2Ac10	all	domain1	579	54.4213669323423	100	BT	Bacillus thuringiensis
BT_Cry2Ac11	all	domain1	579	54.3872682409154	100	BT	Bacillus thuringiensis
BT_Cry2Ac12	all	domain1	579	54.3710463106998	100	BT	Bacillus thuringiensis
BT_Cry2Ac2	all	domain1	579	54.4213669323423	100	BT	Bacillus thuringiensis
BT_Cry2Ac4	all	domain1	579	54.3844184150895	100	BT	Bacillus thuringiensis
BT_Cry2Ac5	all	domain1	579	54.4014902672701	100	BT	Bacillus thuringiensis
BT_Cry2Ac6	all	domain1	579	54.4213669323423	100	BT	Bacillus thuringiensis
BT_Cry2Ac7	all	domain1	579	54.3362462481734	100	BT	Bacillus thuringiensis
BT_Cry2Ac8	all	domain1	579	54.3529475680767	100	BT	Bacillus thuringiensis
BT_Cry2Ad3	all	domain1	576	54.9216841356925	100	BT	Bacillus thuringiensis
BT_Cry2Ad4	all	domain1	576	54.9425786115229	100	BT	Bacillus thuringiensis
BT_Cry2Ad5	all	domain1	579	55.1473570044474	100	BT	Bacillus thuringiensis
BT_Cry2Af1	all	domain1	579	54.9381381407761	100	BT	Bacillus thuringiensis
BT_Cry2Ag1	all	domain1	582	54.6111490000661	100	BT	Bacillus thuringiensis
BT_Cry2Ah1	all	domain1	573	54.678948865372	100	BT	Bacillus thuringiensis
BT_Cry2Ah2	all	domain1	579	55.2746642029002	100	BT	Bacillus thuringiensis
BT_Cry2Ah3	all	domain1	579	54.973171245498	100	BT	Bacillus thuringiensis
BT_Cry2Ah5	all	domain1	579	54.8846971811334	100	BT	Bacillus thuringiensis
BT_Cry2Ai1	all	domain1	579	54.2684711022215	100	BT	Bacillus thuringiensis
BT_Cry2Ak1	all	domain1	579	54.5078229960521	100	BT	Bacillus thuringiensis
BT_Cry2Al1	all	domain1	579	54.1983579748676	100	BT	Bacillus thuringiensis
BT_Cry2Ba2	all	domain1	576	52.6995669937194	100	BT	Bacillus thuringiensis
BT_Cry30Aa1	all	domain1	630	50.8932169512295	100	BT	Bacillus thuringiensis
BT_Cry30Ca1	all	domain1	633	50.6303864276623	100	BT	Bacillus thuringiensis
BT_Cry30Da1	all	domain1	633	51.1376596685263	100	BT	Bacillus thuringiensis
BT_Cry30Db1	all	domain1	633	51.2198922326029	100	BT	Bacillus thuringiensis
BT_Cry30Ea1	all	domain1	627	50.6451306354033	100	BT	Bacillus thuringiensis
BT_Cry30Ea4	all	domain1	627	50.6755281118132	100	BT	Bacillus thuringiensis
BT_Cry30Fa1	all	domain1	633	50.487613009021	100	BT	Bacillus thuringiensis
BT_Cry30Ga1	all	domain1	633	50.7149048657071	100	BT	Bacillus thuringiensis
BT_Cry30Ga2	all	domain1	633	50.8755607233978	100	BT	Bacillus thuringiensis
BT_Cry31Aa1	all	domain1	684	50.3026816934757	100	BT	Bacillus thuringiensis
BT_Cry31Aa4	all	domain1	684	50.3026816934757	100	BT	Bacillus thuringiensis
BT_Cry31Aa5	all	domain1	684	50.2893890932598	100	BT	Bacillus thuringiensis
BT_Cry31Aa6	all	domain1	687	50.1902305927116	100	BT	Bacillus thuringiensis
BT_Cry31Ab1	all	domain1	687	50.2105037145904	100	BT	Bacillus thuringiensis
BT_Cry31Ac1	all	domain1	681	50.2011372865942	100	BT	Bacillus thuringiensis
BT_Cry31Ac2	all	domain1	681	50.2055256956854	100	BT	Bacillus thuringiensis
BT_Cry31Ad1	all	domain1	684	50.3441773614392	100	BT	Bacillus thuringiensis
BT_Cry32Aa1	all	domain1	603	51.9172308124686	100	BT	Bacillus thuringiensis
BT_Cry32Ab1	all	domain1	603	51.9264774174474	100	BT	Bacillus thuringiensis
BT_Cry32Ba1	all	domain1	642	50.5666266031009	100	BT	Bacillus thuringiensis
BT_Cry32Ca1	all	domain1	705	50.4397857725273	100	BT	Bacillus thuringiensis
BT_Cry32Cb1	all	domain1	705	50.1822821699827	100	BT	Bacillus thuringiensis
BT_Cry32Da1	all	domain1	672	50.6983233374163	100	BT	Bacillus thuringiensis
BT_Cry32Ea1	all	domain1	639	50.6353935446908	100	BT	Bacillus thuringiensis
BT_Cry32Ea2	all	domain1	639	50.5618355801336	100	BT	Bacillus thuringiensis
BT_Cry32Fa1	all	domain1	630	51.5541292039048	100	BT	Bacillus thuringiensis
BT_Cry32Ga1	all	domain1	633	51.5361003463715	100	BT	Bacillus thuringiensis
BT_Cry32Ha1	all	domain1	639	50.657530260379	100	BT	Bacillus thuringiensis
BT_Cry32Hb1	all	domain1	639	50.657530260379	100	BT	Bacillus thuringiensis
BT_Cry32Ia1	all	domain1	648	51.373210372998	100	BT	Bacillus thuringiensis
BT_Cry32Ja1	all	domain1	639	50.754331566693	100	BT	Bacillus thuringiensis
BT_Cry32Ka1	all	domain1	675	50.8075846156337	100	BT	Bacillus thuringiensis
BT_Cry32La1	all	domain1	630	50.1539119556545	100	BT	Bacillus thuringiensis
BT_Cry32Ma1	all	domain1	684	51.0270787899026	100	BT	Bacillus thuringiensis
BT_Cry32Mb1	all	domain1	684	51.025207184204	100	BT	Bacillus thuringiensis
BT_Cry32Na1	all	domain1	636	50.9023286171336	100	BT	Bacillus thuringiensis
BT_Cry32Oa1	all	domain1	639	50.9571181698309	100	BT	Bacillus thuringiensis
BT_Cry32Pa1	all	domain1	693	49.523205004966	100	BT	Bacillus thuringiensis
BT_Cry32Qa1	all	domain1	663	50.8258105911879	100	BT	Bacillus thuringiensis
BT_Cry32Ra1	all	domain1	627	51.1282410682927	100	BT	Bacillus thuringiensis
BT_Cry32Sa1	all	domain1	681	51.2108188403392	100	BT	Bacillus thuringiensis
BT_Cry32Ta1	all	domain1	654	50.8359710988362	100	BT	Bacillus thuringiensis
BT_Cry32Ua1	all	domain1	672	50.3741715927684	100	BT	Bacillus thuringiensis
BT_Cry32Va1	all	domain1	639	50.7178587776639	100	BT	Bacillus thuringiensis
BT_Cry32Wa1	all	domain1	684	51.1024579042064	100	BT	Bacillus thuringiensis
BT_Cry39Aa1	all	domain1	615	51.7502329662319	100	BT	Bacillus thuringiensis
BT_Cry3Aa1	all	domain1	603	52.7350515140451	100	BT	Bacillus thuringiensis
BT_Cry3Aa10	all	domain1	603	52.8393665550711	100	BT	Bacillus thuringiensis
BT_Cry3Aa11	all	domain1	603	52.6354297492422	100	BT	Bacillus thuringiensis
BT_Cry3Aa4	all	domain1	603	52.7350515140451	100	BT	Bacillus thuringiensis
BT_Cry3Aa8	all	domain1	603	52.6653749657411	100	BT	Bacillus thuringiensis
BT_Cry3Ba1	all	domain1	612	52.8983752760006	100	BT	Bacillus thuringiensis
BT_Cry3Bb1	all	domain1	612	52.8122442657916	100	BT	Bacillus thuringiensis
BT_Cry3Ca1	all	domain1	600	52.1870438956369	100	BT	Bacillus thuringiensis
BT_Cry40Aa1	all	domain1	678	50.3871299888583	100	BT	Bacillus thuringiensis
BT_Cry40Ba1	all	domain1	645	50.9989321355702	100	BT	Bacillus thuringiensis
BT_Cry40Ca1	all	domain1	642	50.6918157938328	100	BT	Bacillus thuringiensis
BT_Cry40Da1	all	domain1	642	50.8037070007773	100	BT	Bacillus thuringiensis
BT_Cry41Ba1	all	domain1	831	48.2422135279108	100	BT	Bacillus thuringiensis
BT_Cry41Ba2	all	domain1	564	49.62279658362	100	BT	Bacillus thuringiensis
BT_Cry43Aa1	all	domain1	597	52.6922059973188	100	BT	Paenibacillus lentimorbus
BT_Cry43Ba1	all	domain1	576	52.238077159243	100	BT	Paenibacillus lentimorbus
BT_Cry43Ca1	all	domain1	600	53.665855233586	100	BT	Bacillus thuringiensis
BT_Cry43Cb1	all	domain1	600	53.3628195359935	100	BT	Bacillus thuringiensis
BT_Cry43Cc1	all	domain1	600	53.8415093944647	100	BT	Bacillus thuringiensis
BT_Cry44Aa1	all	domain1	621	51.5959388421248	100	BT	Bacillus thuringiensis
BT_Cry47Aa1	all	domain1	594	54.1251922472074	100	BT	Bacillus thuringiensis
BT_Cry48Aa1	all	domain1	666	50.6744917599185	100	BT	Lysinibacillus sphaericus
BT_Cry48Ab1	all	domain1	666	50.6811870412608	100	BT	Lysinibacillus sphaericus
BT_Cry4Aa1	all	domain1	648	50.8708950663852	100	BT	Bacillus thuringiensis
BT_Cry4Aa2	all	domain1	648	50.8771240693648	100	BT	Bacillus thuringiensis
BT_Cry4Ba1	all	domain1	612	52.3455601896427	100	BT	Bacillus thuringiensis
BT_Cry4Ba2	all	domain1	612	52.3433012445875	100	BT	Bacillus thuringiensis
BT_Cry4Ba3	all	domain1	609	52.3740783510418	100	BT	Bacillus thuringiensis
BT_Cry4Ba4	all	domain1	609	52.3295078861823	100	BT	Bacillus thuringiensis
BT_Cry4Ca1	all	domain1	606	51.2767482012165	100	BT	Bacillus thuringiensis
BT_Cry4Ca2	all	domain1	606	51.3076300593482	100	BT	Bacillus thuringiensis
BT_Cry4Cb1	all	domain1	606	51.4184677405461	100	BT	Bacillus thuringiensis
BT_Cry4Cb2	all	domain1	606	51.3185627275993	100	BT	Bacillus thuringiensis
BT_Cry4Cc1	all	domain1	606	51.278223087921	100	BT	Bacillus thuringiensis
BT_Cry50Aa1	all	domain1	609	50.811334663221	100	BT	Bacillus thuringiensis
