ID,Domain,Curr_domain,Rec,Par,Par_type,Dom_type,Dataset,Ident
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Aj1,Minor,Transferred,filt_tree,94.3661971830986
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Aj1,Minor,Non_transferred,filt_tree,57.2549019607843
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Aj1,Minor,Non_transferred,filt_tree,50.3865979381443
2,domain3,domain3,BT_Cry1Dc1,NOV_Cry1Ab20_69.9_AAK14339.1,Minor,Transferred,filt_tree,98.8472622478386
2,domain3,domain1,BT_Cry1Dc1,NOV_Cry1Ab20_69.9_AAK14339.1,Minor,Non_transferred,filt_tree,47.0319634703196
2,domain3,domain2,BT_Cry1Dc1,NOV_Cry1Ab20_69.9_AAK14339.1,Minor,Non_transferred,filt_tree,47.1153846153846
2,domain3,domain3,BT_Cry1Dc1,NOV_Cry1Ab12_91.4_AAK14338.1,Minor,Transferred,filt_tree,98.2758620689655
2,domain3,domain1,BT_Cry1Dc1,NOV_Cry1Ab12_91.4_AAK14338.1,Minor,Non_transferred,filt_tree,57.2549019607843
2,domain3,domain2,BT_Cry1Dc1,NOV_Cry1Ab12_91.4_AAK14338.1,Minor,Non_transferred,filt_tree,49.8084291187739
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Ag1,Minor,Transferred,filt_tree,96.5811965811966
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Ag1,Minor,Non_transferred,filt_tree,62.5675675675676
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Ag1,Minor,Non_transferred,filt_tree,49.609375
2,domain3,domain3,BT_Cry1Dc1,BT_Cry1Da1,Major,Non_transferred,filt_tree,58.5461689587426
2,domain3,domain1,BT_Cry1Dc1,BT_Cry1Da1,Major,Transferred,filt_tree,69.4366197183099
2,domain3,domain2,BT_Cry1Dc1,BT_Cry1Da1,Major,Transferred,filt_tree,94.5945945945946
3,domain3,domain3,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ac1,Minor,Transferred,filt_tree,94.8484848484848
3,domain3,domain1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ac1,Minor,Non_transferred,filt_tree,55.46875
3,domain3,domain2,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ac1,Minor,Non_transferred,filt_tree,50.3640776699029
3,domain3,domain3,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1,Major,Non_transferred,filt_tree,58.5227272727273
3,domain3,domain1,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1,Major,Transferred,filt_tree,88.9240506329114
3,domain3,domain2,NOV_Cry7Ba1_84.3_AFI42043.1,BT_Cry7Ba1,Major,Transferred,filt_tree,87.7218934911243
6,domain3,domain3,BT_Cry24Ca1,BT_Cry40Ba1,Minor,Transferred,filt_tree,94.4
6,domain3,domain1,BT_Cry24Ca1,BT_Cry40Ba1,Minor,Non_transferred,filt_tree,52.6881720430108
6,domain3,domain2,BT_Cry24Ca1,BT_Cry40Ba1,Minor,Non_transferred,filt_tree,51.4563106796116
6,domain3,domain3,BT_Cry24Ca1,BT_Cry24Da1,Major,Non_transferred,filt_tree,55.1526717557252
6,domain3,domain1,BT_Cry24Ca1,BT_Cry24Da1,Major,Transferred,filt_tree,87.0014771048745
6,domain3,domain2,BT_Cry24Ca1,BT_Cry24Da1,Major,Transferred,filt_tree,86.7435158501441
8,domain3,domain3,BT_Cry71Aa1,BT_Cry72Aa1,Minor,Transferred,filt_tree,86.1751152073733
8,domain3,domain1,BT_Cry71Aa1,BT_Cry72Aa1,Minor,Non_transferred,filt_tree,52.3316062176166
8,domain3,domain2,BT_Cry71Aa1,BT_Cry72Aa1,Minor,Non_transferred,filt_tree,49.4687131050767
8,domain3,domain3,BT_Cry71Aa1,NOV_Cry71Aa1_65.9_PER41598.1,Major,Non_transferred,filt_tree,51.2908777969019
8,domain3,domain1,BT_Cry71Aa1,NOV_Cry71Aa1_65.9_PER41598.1,Major,Transferred,filt_tree,68.5240963855422
8,domain3,domain2,BT_Cry71Aa1,NOV_Cry71Aa1_65.9_PER41598.1,Major,Transferred,filt_tree,85.734664764622
10,domain3,domain3,NOV_Cry7Ca1_86.8_AGM39664.1,BT_Cry7Ha1,Minor,Transferred,filt_tree,83.9142091152815
10,domain3,domain1,NOV_Cry7Ca1_86.8_AGM39664.1,BT_Cry7Ha1,Minor,Non_transferred,filt_tree,56.2337662337662
10,domain3,domain2,NOV_Cry7Ca1_86.8_AGM39664.1,BT_Cry7Ha1,Minor,Non_transferred,filt_tree,51.8564356435644
10,domain3,domain3,NOV_Cry7Ca1_86.8_AGM39664.1,BT_Cry7Ca1,Major,Non_transferred,filt_tree,50.8137432188065
10,domain3,domain1,NOV_Cry7Ca1_86.8_AGM39664.1,BT_Cry7Ca1,Major,Transferred,filt_tree,99.3453355155483
10,domain3,domain2,NOV_Cry7Ca1_86.8_AGM39664.1,BT_Cry7Ca1,Major,Transferred,filt_tree,99.3730407523511
13,domain3,domain3,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,Minor,Transferred,filt_tree,95.2054794520548
13,domain3,domain1,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,Minor,Non_transferred,filt_tree,51.4851485148515
13,domain3,domain2,NOV_Cry4Ba1_63.7_AJW76684.1,BT_Cry50Ba1,Minor,Non_transferred,filt_tree,78.7539936102236
13,domain3,domain3,NOV_Cry4Ba1_63.7_AJW76684.1,NOV_Cry4Ba1_63.8_OUB35623.1,Major,Non_transferred,filt_tree,64.7368421052632
13,domain3,domain1,NOV_Cry4Ba1_63.7_AJW76684.1,NOV_Cry4Ba1_63.8_OUB35623.1,Major,Transferred,filt_tree,90.1538461538462
13,domain3,domain2,NOV_Cry4Ba1_63.7_AJW76684.1,NOV_Cry4Ba1_63.8_OUB35623.1,Major,Transferred,filt_tree,91.2820512820513
14,domain3,domain3,BT_Cry1Cb1,BT_Cry1Be1,Minor,Transferred,filt_tree,79.8408488063661
14,domain3,domain1,BT_Cry1Cb1,BT_Cry1Be1,Minor,Non_transferred,filt_tree,55.6129032258065
14,domain3,domain2,BT_Cry1Cb1,BT_Cry1Be1,Minor,Non_transferred,filt_tree,51.1166253101737
14,domain3,domain3,BT_Cry1Cb1,BT_Cry1Eb1,Minor,Transferred,filt_tree,85.558583106267
14,domain3,domain1,BT_Cry1Cb1,BT_Cry1Eb1,Minor,Non_transferred,filt_tree,58.9403973509934
14,domain3,domain2,BT_Cry1Cb1,BT_Cry1Eb1,Minor,Non_transferred,filt_tree,53.5340314136126
14,domain3,domain3,BT_Cry1Cb1,BT_Cry1Bf1,Minor,Transferred,filt_tree,79.8408488063661
14,domain3,domain1,BT_Cry1Cb1,BT_Cry1Bf1,Minor,Non_transferred,filt_tree,54.4174135723432
14,domain3,domain2,BT_Cry1Cb1,BT_Cry1Bf1,Minor,Non_transferred,filt_tree,51.4888337468983
14,domain3,domain3,BT_Cry1Cb1,BT_Cry1Bg1,Minor,Transferred,filt_tree,79.8408488063661
14,domain3,domain1,BT_Cry1Cb1,BT_Cry1Bg1,Minor,Non_transferred,filt_tree,53.8265306122449
14,domain3,domain2,BT_Cry1Cb1,BT_Cry1Bg1,Minor,Non_transferred,filt_tree,51.1138613861386
14,domain3,domain3,BT_Cry1Cb1,BT_Cry1Ca11,Major,Non_transferred,filt_tree,54.3636363636364
14,domain3,domain1,BT_Cry1Cb1,BT_Cry1Ca11,Major,Transferred,filt_tree,90.521327014218
14,domain3,domain2,BT_Cry1Cb1,BT_Cry1Ca11,Major,Transferred,filt_tree,90.9090909090909
17,domain3,domain3,BT_Cry1Fa1,BT_Cry1Ig1,Minor,Transferred,filt_tree,78.125
17,domain3,domain1,BT_Cry1Fa1,BT_Cry1Ig1,Minor,Non_transferred,filt_tree,52.0807061790668
17,domain3,domain2,BT_Cry1Fa1,BT_Cry1Ig1,Minor,Non_transferred,filt_tree,52.2443890274314
17,domain3,domain3,BT_Cry1Fa1,BT_Cry1Ka2,Minor,Transferred,filt_tree,75.564681724846
17,domain3,domain1,BT_Cry1Fa1,BT_Cry1Ka2,Minor,Non_transferred,filt_tree,53.8265306122449
17,domain3,domain2,BT_Cry1Fa1,BT_Cry1Ka2,Minor,Non_transferred,filt_tree,50.1863354037267
17,domain3,domain3,BT_Cry1Fa1,BT_Cry1Fb1,Major,Non_transferred,filt_tree,60.3143418467583
17,domain3,domain1,BT_Cry1Fa1,BT_Cry1Fb1,Major,Transferred,filt_tree,94.2028985507247
17,domain3,domain2,BT_Cry1Fa1,BT_Cry1Fb1,Major,Transferred,filt_tree,95.6953642384106
19,domain3,domain3,BT_Cry9Ga1,BT_Cry1Ga2,Minor,Transferred,filt_tree,64.7177419354839
19,domain3,domain1,BT_Cry9Ga1,BT_Cry1Ga2,Minor,Non_transferred,filt_tree,50.9225092250922
19,domain3,domain2,BT_Cry9Ga1,BT_Cry1Ga2,Minor,Non_transferred,filt_tree,48.1796116504854
19,domain3,domain3,BT_Cry9Ga1,BT_Cry1Gb1,Minor,Transferred,filt_tree,70.2928870292887
19,domain3,domain1,BT_Cry9Ga1,BT_Cry1Gb1,Minor,Non_transferred,filt_tree,49.2700729927007
19,domain3,domain2,BT_Cry9Ga1,BT_Cry1Gb1,Minor,Non_transferred,filt_tree,49.6350364963504
19,domain3,domain3,BT_Cry9Ga1,BT_Cry9Aa1,Major,Non_transferred,filt_tree,54.5283018867925
19,domain3,domain1,BT_Cry9Ga1,BT_Cry9Aa1,Major,Transferred,filt_tree,97.8227060653188
19,domain3,domain2,BT_Cry9Ga1,BT_Cry9Aa1,Major,Transferred,filt_tree,87.719298245614
22,domain2,domain2,BT_Cry8Pa1,NOV_Cry8Ba1_88.6_AEP25412.1,Minor,Transferred,filt_tree,98.1481481481482
22,domain2,domain1,BT_Cry8Pa1,NOV_Cry8Ba1_88.6_AEP25412.1,Minor,Non_transferred,filt_tree,75.4716981132076
22,domain2,domain3,BT_Cry8Pa1,NOV_Cry8Ba1_88.6_AEP25412.1,Minor,Non_transferred,filt_tree,47.2837022132797
22,domain2,domain2,BT_Cry8Pa1,unknown,Major,Non_transferred,filt_tree,0
22,domain2,domain1,BT_Cry8Pa1,unknown,Major,Transferred,filt_tree,0
22,domain2,domain3,BT_Cry8Pa1,unknown,Major,Transferred,filt_tree,0
23,domain3,domain3,BT_Cry52Ba1,BT_Cry40Aa1,Minor,Transferred,filt_tree,74.7448979591837
23,domain3,domain1,BT_Cry52Ba1,BT_Cry40Aa1,Minor,Non_transferred,filt_tree,49.3039443155452
23,domain3,domain2,BT_Cry52Ba1,BT_Cry40Aa1,Minor,Non_transferred,filt_tree,49.2647058823529
23,domain3,domain3,BT_Cry52Ba1,BT_Cry52Ca1,Minor,Transferred,filt_tree,66.7481662591687
23,domain3,domain1,BT_Cry52Ba1,BT_Cry52Ca1,Minor,Non_transferred,filt_tree,64.8351648351648
23,domain3,domain2,BT_Cry52Ba1,BT_Cry52Ca1,Minor,Non_transferred,filt_tree,62.1409921671018
23,domain3,domain3,BT_Cry52Ba1,NOV_Cry52Ca1_62.9_AZJ24464.1,Major,Non_transferred,filt_tree,50.278293135436
23,domain3,domain1,BT_Cry52Ba1,NOV_Cry52Ca1_62.9_AZJ24464.1,Major,Transferred,filt_tree,77.4962742175857
23,domain3,domain2,BT_Cry52Ba1,NOV_Cry52Ca1_62.9_AZJ24464.1,Major,Transferred,filt_tree,62.778505897772
24,domain3,domain3,BT_Cry1Ig1,BT_Cry1Ka2,Minor,Transferred,filt_tree,82.3157894736842
24,domain3,domain1,BT_Cry1Ig1,BT_Cry1Ka2,Minor,Non_transferred,filt_tree,60.8
24,domain3,domain2,BT_Cry1Ig1,BT_Cry1Ka2,Minor,Non_transferred,filt_tree,58.1749049429658
24,domain3,domain3,BT_Cry1Ig1,BT_Cry1Ia11,Major,Non_transferred,filt_tree,57.3863636363636
24,domain3,domain1,BT_Cry1Ig1,BT_Cry1Ia11,Major,Transferred,filt_tree,77.8761061946903
24,domain3,domain2,BT_Cry1Ig1,BT_Cry1Ia11,Major,Transferred,filt_tree,95.6521739130435
27,domain3,domain3,BT_Cry41Ab1,NOV_Cry32Ma1_57.7_AXY11484.1,Minor,Transferred,filt_tree,69.1605839416058
27,domain3,domain1,BT_Cry41Ab1,NOV_Cry32Ma1_57.7_AXY11484.1,Minor,Non_transferred,filt_tree,54.5652173913043
27,domain3,domain2,BT_Cry41Ab1,NOV_Cry32Ma1_57.7_AXY11484.1,Minor,Non_transferred,filt_tree,54.0436456996149
27,domain3,domain3,BT_Cry41Ab1,BT_Cry41Aa1,Major,Non_transferred,filt_tree,53.0499075785582
27,domain3,domain1,BT_Cry41Ab1,BT_Cry41Aa1,Major,Transferred,filt_tree,100
27,domain3,domain2,BT_Cry41Ab1,BT_Cry41Aa1,Major,Transferred,filt_tree,98.694942903752
28,domain3,domain3,BT_Cry7Cb1,NOV_Cry7Cb1_60.4_OTY00887.1,Minor,Transferred,filt_tree,71.6606498194946
28,domain3,domain1,BT_Cry7Cb1,NOV_Cry7Cb1_60.4_OTY00887.1,Minor,Non_transferred,filt_tree,55.6532663316583
28,domain3,domain2,BT_Cry7Cb1,NOV_Cry7Cb1_60.4_OTY00887.1,Minor,Non_transferred,filt_tree,52.2860492379836
28,domain3,domain3,BT_Cry7Cb1,NOV_Cry7Ca1_86.8_AGM39664.1,Major,Non_transferred,filt_tree,50.2608695652174
28,domain3,domain1,BT_Cry7Cb1,NOV_Cry7Ca1_86.8_AGM39664.1,Major,Transferred,filt_tree,88.8372093023256
28,domain3,domain2,BT_Cry7Cb1,NOV_Cry7Ca1_86.8_AGM39664.1,Major,Transferred,filt_tree,67.8294573643411
28,domain3,domain3,BT_Cry7Cb1,BT_Cry7Ca1,Major,Non_transferred,filt_tree,50
28,domain3,domain1,BT_Cry7Cb1,BT_Cry7Ca1,Major,Transferred,filt_tree,88.2534775888717
28,domain3,domain2,BT_Cry7Cb1,BT_Cry7Ca1,Major,Transferred,filt_tree,68.0465717981889
29,domain3,domain3,BT_Cry50Ba1,BT_Cry30Ca1,Minor,Transferred,filt_tree,82.2757111597374
29,domain3,domain1,BT_Cry50Ba1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,51.2820512820513
29,domain3,domain2,BT_Cry50Ba1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,52.4904214559387
29,domain3,domain3,BT_Cry50Ba1,BT_Cry30Aa1,Minor,Transferred,filt_tree,77.7301927194861
29,domain3,domain1,BT_Cry50Ba1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,52.029520295203
29,domain3,domain2,BT_Cry50Ba1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,52.5096525096525
29,domain3,domain3,BT_Cry50Ba1,BT_Cry30Fa1,Minor,Transferred,filt_tree,85.9375
29,domain3,domain1,BT_Cry50Ba1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,50.7299270072993
29,domain3,domain2,BT_Cry50Ba1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,54.1284403669725
29,domain3,domain3,BT_Cry50Ba1,BT_Cry30Ga1,Minor,Transferred,filt_tree,85.1111111111111
29,domain3,domain1,BT_Cry50Ba1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,52.5862068965517
29,domain3,domain2,BT_Cry50Ba1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,52.0604395604396
29,domain3,domain3,BT_Cry50Ba1,BT_Cry30Ea1,Minor,Transferred,filt_tree,78.494623655914
29,domain3,domain1,BT_Cry50Ba1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,51.4742014742015
29,domain3,domain2,BT_Cry50Ba1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,52.8957528957529
29,domain3,domain3,BT_Cry4Ba1,BT_Cry30Ca1,Minor,Transferred,filt_tree,64.6245059288538
29,domain3,domain1,BT_Cry4Ba1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,51.4598540145985
29,domain3,domain2,BT_Cry4Ba1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,51.3375796178344
29,domain3,domain3,BT_Cry4Ba1,BT_Cry30Aa1,Minor,Transferred,filt_tree,64.3564356435644
29,domain3,domain1,BT_Cry4Ba1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,51.8337408312958
29,domain3,domain2,BT_Cry4Ba1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,51.3478818998716
29,domain3,domain3,BT_Cry4Ba1,BT_Cry30Fa1,Minor,Transferred,filt_tree,64.950495049505
29,domain3,domain1,BT_Cry4Ba1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,51.2758201701094
29,domain3,domain2,BT_Cry4Ba1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,52.7415143603133
29,domain3,domain3,BT_Cry4Ba1,BT_Cry30Ga1,Minor,Transferred,filt_tree,64.950495049505
29,domain3,domain1,BT_Cry4Ba1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,51.4598540145985
29,domain3,domain2,BT_Cry4Ba1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,50.8219178082192
29,domain3,domain3,BT_Cry4Ba1,BT_Cry30Ea1,Minor,Transferred,filt_tree,66
29,domain3,domain1,BT_Cry4Ba1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,52.5862068965517
29,domain3,domain2,BT_Cry4Ba1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,51.7329910141207
29,domain3,domain3,BT_Cry4Ba3,BT_Cry30Ca1,Minor,Transferred,filt_tree,64.2436149312377
29,domain3,domain1,BT_Cry4Ba3,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,51.278928136419
29,domain3,domain2,BT_Cry4Ba3,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,51.3375796178344
29,domain3,domain3,BT_Cry4Ba3,BT_Cry30Aa1,Minor,Transferred,filt_tree,64.6245059288538
29,domain3,domain1,BT_Cry4Ba3,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,52.0245398773006
29,domain3,domain2,BT_Cry4Ba3,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,51.5424164524422
29,domain3,domain3,BT_Cry4Ba3,BT_Cry30Fa1,Minor,Transferred,filt_tree,65.2173913043478
29,domain3,domain1,BT_Cry4Ba3,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,51.278928136419
29,domain3,domain2,BT_Cry4Ba3,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,52.7415143603133
29,domain3,domain3,BT_Cry4Ba3,BT_Cry30Ga1,Minor,Transferred,filt_tree,64.8915187376726
29,domain3,domain1,BT_Cry4Ba3,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,51.6483516483517
29,domain3,domain2,BT_Cry4Ba3,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,50.8219178082192
29,domain3,domain3,BT_Cry4Ba3,BT_Cry30Ea1,Minor,Transferred,filt_tree,65.9362549800797
29,domain3,domain1,BT_Cry4Ba3,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,52.5925925925926
29,domain3,domain2,BT_Cry4Ba3,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,51.9280205655527
29,domain3,domain3,BT_Cry50Aa1,BT_Cry30Ca1,Minor,Transferred,filt_tree,65.5445544554456
29,domain3,domain1,BT_Cry50Aa1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,52.2058823529412
29,domain3,domain2,BT_Cry50Aa1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,52.3017902813299
29,domain3,domain3,BT_Cry50Aa1,BT_Cry30Aa1,Minor,Transferred,filt_tree,64.6245059288538
29,domain3,domain1,BT_Cry50Aa1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,52.0245398773006
29,domain3,domain2,BT_Cry50Aa1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,53.307392996109
29,domain3,domain3,BT_Cry50Aa1,BT_Cry30Fa1,Minor,Transferred,filt_tree,65.2173913043478
29,domain3,domain1,BT_Cry50Aa1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,52.0195838433293
29,domain3,domain2,BT_Cry50Aa1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,53.9370078740158
29,domain3,domain3,BT_Cry50Aa1,BT_Cry30Ga1,Minor,Transferred,filt_tree,63.600782778865
29,domain3,domain1,BT_Cry50Aa1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,51.4634146341463
29,domain3,domain2,BT_Cry50Aa1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,53.7604456824513
29,domain3,domain3,BT_Cry50Aa1,BT_Cry30Ea1,Minor,Transferred,filt_tree,67.6056338028169
29,domain3,domain1,BT_Cry50Aa1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,51.4705882352941
29,domain3,domain2,BT_Cry50Aa1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,52.3136246786632
29,domain3,domain3,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ca1,Minor,Transferred,filt_tree,59.9624060150376
29,domain3,domain1,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,52.7472527472528
29,domain3,domain2,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ca1,Minor,Non_transferred,filt_tree,52.6854219948849
29,domain3,domain3,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Aa1,Minor,Transferred,filt_tree,59.3984962406015
29,domain3,domain1,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,51.640340218712
29,domain3,domain2,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Aa1,Minor,Non_transferred,filt_tree,52.1181001283697
29,domain3,domain3,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Fa1,Minor,Transferred,filt_tree,58.4729981378026
29,domain3,domain1,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,52.0048602673147
29,domain3,domain2,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Fa1,Minor,Non_transferred,filt_tree,54.3307086614173
29,domain3,domain3,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ga1,Minor,Transferred,filt_tree,58.7686567164179
29,domain3,domain1,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,51.452784503632
29,domain3,domain2,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ga1,Minor,Non_transferred,filt_tree,54.1782729805014
29,domain3,domain3,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ea1,Minor,Transferred,filt_tree,60.3024574669187
29,domain3,domain1,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,51.8292682926829
29,domain3,domain2,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry30Ea1,Minor,Non_transferred,filt_tree,52.6992287917738
29,domain3,domain3,BT_Cry50Ba1,BT_Cry19Aa1,Major,Non_transferred,filt_tree,49.7444633730835
29,domain3,domain1,BT_Cry50Ba1,BT_Cry19Aa1,Major,Transferred,filt_tree,54.5801526717557
29,domain3,domain2,BT_Cry50Ba1,BT_Cry19Aa1,Major,Transferred,filt_tree,51.9480519480519
29,domain3,domain3,BT_Cry4Ba1,BT_Cry19Aa1,Major,Non_transferred,filt_tree,49.4880546075085
29,domain3,domain1,BT_Cry4Ba1,BT_Cry19Aa1,Major,Transferred,filt_tree,54.9492385786802
29,domain3,domain2,BT_Cry4Ba1,BT_Cry19Aa1,Major,Transferred,filt_tree,52.1568627450981
29,domain3,domain3,BT_Cry4Ba3,BT_Cry19Aa1,Major,Non_transferred,filt_tree,48.9830508474576
29,domain3,domain1,BT_Cry4Ba3,BT_Cry19Aa1,Major,Transferred,filt_tree,54.9618320610687
29,domain3,domain2,BT_Cry4Ba3,BT_Cry19Aa1,Major,Transferred,filt_tree,51.7601043024772
29,domain3,domain3,BT_Cry50Aa1,BT_Cry19Aa1,Major,Non_transferred,filt_tree,50.7692307692308
29,domain3,domain1,BT_Cry50Aa1,BT_Cry19Aa1,Major,Transferred,filt_tree,53.2075471698113
29,domain3,domain2,BT_Cry50Aa1,BT_Cry19Aa1,Major,Transferred,filt_tree,50.9702457956016
29,domain3,domain3,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry19Aa1,Major,Non_transferred,filt_tree,52.3235800344234
29,domain3,domain1,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry19Aa1,Major,Transferred,filt_tree,55.1201011378002
29,domain3,domain2,NOV_Cry4Ba1_63.8_OUB35623.1,BT_Cry19Aa1,Major,Transferred,filt_tree,51.3583441138422
32,domain3,domain3,BT_Cry7Bb1,NOV_Cry7Ba1_84.3_AFI42043.1,Minor,Transferred,filt_tree,74.1379310344828
32,domain3,domain1,BT_Cry7Bb1,NOV_Cry7Ba1_84.3_AFI42043.1,Minor,Non_transferred,filt_tree,69.7312588401697
