ID,Rec_domain,Current_domain,Tox_type,Model,Coord,Site_prob,Site_type
0,domain3,domain2,Par,mB,123.673469387755,0.95,cons
0,domain3,domain2,Par,mB,124.081632653061,0.95,cons
0,domain3,domain2,Par,mB,124.489795918367,0.95,cons
0,domain3,domain2,Par,mB,126.530612244898,0.95,cons
0,domain3,domain2,Par,mB,129.795918367347,0.95,cons
0,domain3,domain2,Par,mB,130.612244897959,0.99,cons
0,domain3,domain2,Par,mB,132.244897959184,0.95,cons
0,domain3,domain2,Par,mB,134.285714285714,0.99,cons
0,domain3,domain2,Par,mB,135.918367346939,0.99,cons
0,domain3,domain2,Par,mB,136.326530612245,0.95,cons
0,domain3,domain2,Par,mB,138.367346938776,0.95,cons
0,domain3,domain2,Par,mB,138.775510204082,0.99,cons
0,domain3,domain2,Par,mB,139.183673469388,0.95,cons
0,domain3,domain2,Par,mB,140.408163265306,0.95,cons
0,domain3,domain2,Par,mB,141.224489795918,0.95,cons
0,domain3,domain2,Par,mB,141.632653061224,0.99,cons
0,domain3,domain2,Par,mB,150.204081632653,0.95,cons
0,domain3,domain2,Par,mB,154.69387755102,0.95,cons
0,domain3,domain2,Par,mB,156.734693877551,0.95,cons
0,domain3,domain2,Par,mB,157.551020408163,0.95,cons
0,domain3,domain2,Par,mB,157.959183673469,0.99,cons
0,domain3,domain2,Par,mB,158.367346938776,0.95,cons
0,domain3,domain2,Par,mB,158.775510204082,0.99,cons
0,domain3,domain2,Par,mB,160.816326530612,0.95,cons
0,domain3,domain2,Par,mB,161.632653061225,0.95,cons
0,domain3,domain2,Par,mB,162.040816326531,0.99,cons
0,domain3,domain2,Par,mB,162.448979591837,0.95,cons
0,domain3,domain2,Par,mB,163.673469387755,0.95,cons
0,domain3,domain2,Par,mB,164.489795918367,0.95,cons
0,domain3,domain2,Par,mB,165.714285714286,0.95,cons
0,domain3,domain2,Par,mB,166.122448979592,0.95,cons
0,domain3,domain2,Par,mB,168.163265306122,0.99,cons
0,domain3,domain2,Par,mB,168.979591836735,0.99,cons
0,domain3,domain2,Par,mB,171.020408163265,0.95,cons
0,domain3,domain2,Par,mB,175.918367346939,0.95,cons
0,domain3,domain2,Par,mB,178.367346938776,0.95,cons
0,domain3,domain2,Par,mB,178.775510204082,0.99,cons
0,domain3,domain2,Par,mB,180,0.99,cons
0,domain3,domain2,Par,mB,180.816326530612,0.95,cons
0,domain3,domain2,Par,mB,181.632653061225,0.95,cons
0,domain3,domain2,Par,mB,182.448979591837,0.95,cons
0,domain3,domain2,Par,mB,182.857142857143,0.99,cons
0,domain3,domain2,Par,mB,183.265306122449,0.95,cons
0,domain3,domain2,Par,mB,183.673469387755,0.99,cons
0,domain3,domain2,Par,mB,187.34693877551,0.99,cons
0,domain3,domain2,Par,mB,188.571428571429,0.99,cons
0,domain3,domain2,Par,mB,188.979591836735,0.99,cons
0,domain3,domain2,Par,mB,189.387755102041,0.99,cons
0,domain3,domain2,Par,mB,190.204081632653,0.95,cons
0,domain3,domain2,Par,mB,190.612244897959,0.99,cons
0,domain3,domain2,Par,mB,191.020408163265,0.95,cons
0,domain3,domain2,Par,mB,194.69387755102,0.95,cons
0,domain3,domain2,Par,mB,195.918367346939,0.95,cons
0,domain3,domain2,Par,mB,196.734693877551,0.99,cons
0,domain3,domain2,Par,mB,197.142857142857,0.95,cons
0,domain3,domain2,Par,mB,197.551020408163,0.99,cons
0,domain3,domain2,Par,mB,198.367346938776,0.95,cons
0,domain3,domain2,Par,mB,199.183673469388,0.99,cons
0,domain3,domain2,Par,mB,200,0.99,cons
2,domain3,domain3,Rec,m8,260.78431372549,0.95,cons
2,domain3,domain3,Rec,m8,216.339869281046,0.95,pos
2,domain3,domain3,Par,mB,212.418300653595,0.95,cons
2,domain3,domain3,Par,mB,223.529411764706,0.95,cons
2,domain3,domain3,Par,mB,224.83660130719,0.95,cons
2,domain3,domain3,Par,mB,225.490196078431,0.95,cons
2,domain3,domain3,Par,mB,226.143790849673,0.95,cons
2,domain3,domain3,Par,mB,228.104575163399,0.95,cons
2,domain3,domain3,Par,mB,228.758169934641,0.95,cons
2,domain3,domain3,Par,mB,234.640522875817,0.95,cons
2,domain3,domain3,Par,mB,239.869281045752,0.95,cons
2,domain3,domain3,Par,mB,244.444444444444,0.95,cons
2,domain3,domain3,Par,mB,246.40522875817,0.95,cons
2,domain3,domain3,Par,mB,247.058823529412,0.95,cons
2,domain3,domain3,Par,mB,249.673202614379,0.95,cons
2,domain3,domain3,Par,mB,250.980392156863,0.95,cons
2,domain3,domain3,Par,mB,251.633986928105,0.95,cons
2,domain3,domain3,Par,mB,256.862745098039,0.95,cons
2,domain3,domain3,Par,mB,258.169934640523,0.95,cons
2,domain3,domain3,Par,mB,260.130718954248,0.95,cons
2,domain3,domain3,Par,mB,265.359477124183,0.95,cons
2,domain3,domain3,Par,mB,269.934640522876,0.95,cons
2,domain3,domain3,Par,mB,276.470588235294,0.95,cons
2,domain3,domain3,Par,mB,277.124183006536,0.95,cons
2,domain3,domain3,Par,mB,279.084967320261,0.95,cons
2,domain3,domain3,Par,mB,284.967320261438,0.95,cons
2,domain3,domain3,Par,mB,294.117647058824,0.95,cons
2,domain3,domain3,Par,mB,295.424836601307,0.95,cons
2,domain3,domain3,Par,mB,297.385620915033,0.95,cons
2,domain3,domain3,Par,mB,298.039215686274,0.95,cons
2,domain3,domain3,Par,mB,298.692810457516,0.95,cons
2,domain3,domain3,Par,mB,203.921568627451,0.95,pos
2,domain3,domain3,Par,mB,211.111111111111,0.95,pos
2,domain3,domain3,Rec,mB,210.457516339869,0.95,cons
2,domain3,domain3,Rec,mB,211.764705882353,0.99,cons
2,domain3,domain3,Rec,mB,212.418300653595,0.99,cons
2,domain3,domain3,Rec,mB,214.37908496732,0.95,cons
2,domain3,domain3,Rec,mB,219.607843137255,0.95,cons
2,domain3,domain3,Rec,mB,221.56862745098,0.99,cons
2,domain3,domain3,Rec,mB,223.529411764706,0.99,cons
2,domain3,domain3,Rec,mB,224.183006535948,0.99,cons
2,domain3,domain3,Rec,mB,224.83660130719,0.99,cons
2,domain3,domain3,Rec,mB,225.490196078431,0.99,cons
2,domain3,domain3,Rec,mB,226.143790849673,0.99,cons
2,domain3,domain3,Rec,mB,227.450980392157,0.95,cons
2,domain3,domain3,Rec,mB,228.104575163399,0.99,cons
2,domain3,domain3,Rec,mB,228.758169934641,0.95,cons
2,domain3,domain3,Rec,mB,229.411764705882,0.99,cons
2,domain3,domain3,Rec,mB,230.718954248366,0.95,cons
2,domain3,domain3,Rec,mB,233.333333333333,0.99,cons
2,domain3,domain3,Rec,mB,234.640522875817,0.99,cons
2,domain3,domain3,Rec,mB,238.562091503268,0.99,cons
2,domain3,domain3,Rec,mB,239.869281045752,0.99,cons
2,domain3,domain3,Rec,mB,243.137254901961,0.95,cons
2,domain3,domain3,Rec,mB,244.444444444444,0.99,cons
2,domain3,domain3,Rec,mB,246.40522875817,0.99,cons
2,domain3,domain3,Rec,mB,247.058823529412,0.99,cons
2,domain3,domain3,Rec,mB,249.019607843137,0.99,cons
2,domain3,domain3,Rec,mB,249.673202614379,0.99,cons
2,domain3,domain3,Rec,mB,250.326797385621,0.99,cons
2,domain3,domain3,Rec,mB,250.980392156863,0.99,cons
2,domain3,domain3,Rec,mB,252.287581699346,0.95,cons
2,domain3,domain3,Rec,mB,254.248366013072,0.99,cons
2,domain3,domain3,Rec,mB,256.862745098039,0.99,cons
2,domain3,domain3,Rec,mB,258.169934640523,0.99,cons
2,domain3,domain3,Rec,mB,260.130718954248,0.95,cons
2,domain3,domain3,Rec,mB,260.78431372549,0.99,cons
2,domain3,domain3,Rec,mB,262.745098039216,0.99,cons
2,domain3,domain3,Rec,mB,263.398692810458,0.95,cons
2,domain3,domain3,Rec,mB,265.359477124183,0.99,cons
2,domain3,domain3,Rec,mB,269.934640522876,0.99,cons
2,domain3,domain3,Rec,mB,273.856209150327,0.95,cons
2,domain3,domain3,Rec,mB,276.470588235294,0.99,cons
2,domain3,domain3,Rec,mB,277.124183006536,0.99,cons
2,domain3,domain3,Rec,mB,277.777777777778,0.99,cons
2,domain3,domain3,Rec,mB,278.43137254902,0.99,cons
2,domain3,domain3,Rec,mB,280.392156862745,0.99,cons
2,domain3,domain3,Rec,mB,284.967320261438,0.99,cons
2,domain3,domain3,Rec,mB,289.542483660131,0.95,cons
2,domain3,domain3,Rec,mB,293.464052287582,0.95,cons
2,domain3,domain3,Rec,mB,294.117647058824,0.99,cons
2,domain3,domain3,Rec,mB,294.771241830065,0.95,cons
2,domain3,domain3,Rec,mB,295.424836601307,0.99,cons
2,domain3,domain3,Rec,mB,297.385620915033,0.99,cons
2,domain3,domain3,Rec,mB,298.039215686274,0.99,cons
2,domain3,domain3,Rec,mB,298.692810457516,0.99,cons
2,domain3,domain2,Rec,m8,158.333333333333,0.99,pos
2,domain3,domain2,Rec,m8,196.078431372549,0.99,pos
2,domain3,domain2,Par,mB,103.43137254902,0.95,cons
2,domain3,domain2,Par,mB,104.411764705882,0.95,cons
2,domain3,domain2,Par,mB,105.392156862745,0.95,cons
2,domain3,domain2,Par,mB,106.372549019608,0.95,cons
2,domain3,domain2,Par,mB,109.313725490196,0.95,cons
2,domain3,domain2,Par,mB,114.21568627451,0.95,cons
2,domain3,domain2,Par,mB,115.196078431373,0.95,cons
2,domain3,domain2,Par,mB,117.156862745098,0.95,cons
2,domain3,domain2,Par,mB,119.117647058824,0.95,cons
2,domain3,domain2,Par,mB,120.588235294118,0.95,cons
2,domain3,domain2,Par,mB,125.490196078431,0.95,cons
2,domain3,domain2,Par,mB,126.960784313726,0.95,cons
2,domain3,domain2,Par,mB,140.686274509804,0.95,cons
2,domain3,domain2,Par,mB,142.156862745098,0.95,cons
2,domain3,domain2,Par,mB,143.137254901961,0.95,cons
2,domain3,domain2,Par,mB,154.411764705882,0.95,cons
2,domain3,domain2,Par,mB,156.862745098039,0.95,cons
2,domain3,domain2,Par,mB,160.294117647059,0.95,cons
2,domain3,domain2,Par,mB,167.647058823529,0.95,cons
2,domain3,domain2,Par,mB,173.039215686275,0.95,cons
2,domain3,domain2,Par,mB,175,0.95,cons
2,domain3,domain2,Par,mB,176.470588235294,0.95,cons
2,domain3,domain2,Par,mB,179.901960784314,0.95,cons
2,domain3,domain2,Par,mB,183.333333333333,0.95,cons
2,domain3,domain2,Par,mB,185.294117647059,0.95,cons
2,domain3,domain2,Par,mB,186.764705882353,0.95,cons
2,domain3,domain2,Par,mB,188.235294117647,0.95,cons
2,domain3,domain2,Par,mB,189.705882352941,0.95,cons
2,domain3,domain2,Par,mB,193.137254901961,0.95,cons
2,domain3,domain2,Par,mB,199.019607843137,0.95,cons
2,domain3,domain2,Par,mB,199.509803921569,0.95,cons
2,domain3,domain2,Rec,mB,103.43137254902,0.95,cons
2,domain3,domain2,Rec,mB,104.411764705882,0.95,cons
2,domain3,domain2,Rec,mB,105.392156862745,0.95,cons
2,domain3,domain2,Rec,mB,106.372549019608,0.95,cons
2,domain3,domain2,Rec,mB,109.313725490196,0.95,cons
2,domain3,domain2,Rec,mB,114.21568627451,0.95,cons
2,domain3,domain2,Rec,mB,115.196078431373,0.95,cons
2,domain3,domain2,Rec,mB,117.156862745098,0.95,cons
2,domain3,domain2,Rec,mB,119.117647058824,0.95,cons
2,domain3,domain2,Rec,mB,120.588235294118,0.95,cons
2,domain3,domain2,Rec,mB,125.980392156863,0.95,cons
2,domain3,domain2,Rec,mB,126.960784313726,0.95,cons
2,domain3,domain2,Rec,mB,140.686274509804,0.95,cons
2,domain3,domain2,Rec,mB,142.156862745098,0.95,cons
2,domain3,domain2,Rec,mB,143.137254901961,0.95,cons
2,domain3,domain2,Rec,mB,154.411764705882,0.95,cons
2,domain3,domain2,Rec,mB,156.862745098039,0.95,cons
2,domain3,domain2,Rec,mB,160.294117647059,0.95,cons
2,domain3,domain2,Rec,mB,167.647058823529,0.95,cons
2,domain3,domain2,Rec,mB,173.039215686275,0.95,cons
2,domain3,domain2,Rec,mB,175,0.95,cons
2,domain3,domain2,Rec,mB,176.470588235294,0.95,cons
2,domain3,domain2,Rec,mB,179.901960784314,0.95,cons
2,domain3,domain2,Rec,mB,183.333333333333,0.95,cons
2,domain3,domain2,Rec,mB,185.294117647059,0.95,cons
2,domain3,domain2,Rec,mB,186.764705882353,0.95,cons
2,domain3,domain2,Rec,mB,188.235294117647,0.95,cons
2,domain3,domain2,Rec,mB,189.705882352941,0.95,cons
2,domain3,domain2,Rec,mB,193.137254901961,0.95,cons
2,domain3,domain2,Rec,mB,199.019607843137,0.95,cons
2,domain3,domain2,Rec,mB,199.509803921569,0.95,cons
2,domain3,domain2,Rec,mB,196.078431372549,0.95,pos
3,domain3,domain3,Rec,m8,288.43537414966,0.95,pos
3,domain3,domain1,Rec,m8,43.2038834951456,0.95,pos
3,domain3,domain1,Par,mB,41.747572815534,0.99,pos
3,domain3,domain1,Par,mB,43.2038834951456,0.99,pos
3,domain3,domain1,Par,mB,47.5728155339806,0.99,pos
3,domain3,domain1,Rec,mB,18.9320388349515,0.95,cons
3,domain3,domain1,Rec,mB,20.3883495145631,0.95,cons
3,domain3,domain1,Rec,mB,93.6893203883495,0.95,cons
3,domain3,domain1,Rec,mB,96.6019417475728,0.95,cons
3,domain3,domain1,Rec,mB,41.747572815534,0.99,pos
3,domain3,domain1,Rec,mB,43.2038834951456,0.99,pos
3,domain3,domain1,Rec,mB,47.5728155339806,0.95,pos
3,domain3,domain1,Rec,mB,66.504854368932,0.95,pos
3,domain3,domain1,Rec,mB,78.6407766990291,0.95,pos
3,domain3,domain2,Rec,m8,128.936170212766,0.95,pos
3,domain3,domain2,Par,mB,102.127659574468,0.95,cons
3,domain3,domain2,Par,mB,103.404255319149,0.95,cons
3,domain3,domain2,Par,mB,104.255319148936,0.95,cons
3,domain3,domain2,Par,mB,105.531914893617,0.95,cons
3,domain3,domain2,Par,mB,106.808510638298,0.95,cons
3,domain3,domain2,Par,mB,135.31914893617,0.95,cons
3,domain3,domain2,Par,mB,149.36170212766,0.95,cons
3,domain3,domain2,Par,mB,150.212765957447,0.95,cons
3,domain3,domain2,Par,mB,151.489361702128,0.95,cons
3,domain3,domain2,Par,mB,166.382978723404,0.95,cons
3,domain3,domain2,Par,mB,169.36170212766,0.95,cons
3,domain3,domain2,Par,mB,181.276595744681,0.95,cons
3,domain3,domain2,Par,mB,182.978723404255,0.95,cons
3,domain3,domain2,Par,mB,185.531914893617,0.95,cons
3,domain3,domain2,Par,mB,199.148936170213,0.95,cons
3,domain3,domain2,Par,mB,200,0.95,cons
3,domain3,domain2,Par,mB,128.936170212766,0.95,pos
3,domain3,domain2,Par,mB,163.829787234043,0.95,pos
3,domain3,domain2,Par,mB,166.808510638298,0.95,pos
3,domain3,domain2,Par,mB,174.468085106383,0.95,pos
3,domain3,domain2,Par,mB,175.744680851064,0.95,pos
3,domain3,domain2,Rec,mB,102.127659574468,0.95,cons
3,domain3,domain2,Rec,mB,102.553191489362,0.95,cons
3,domain3,domain2,Rec,mB,102.978723404255,0.95,cons
3,domain3,domain2,Rec,mB,104.255319148936,0.95,cons
3,domain3,domain2,Rec,mB,105.531914893617,0.95,cons
3,domain3,domain2,Rec,mB,106.808510638298,0.95,cons
3,domain3,domain2,Rec,mB,117.021276595745,0.95,cons
3,domain3,domain2,Rec,mB,120.851063829787,0.95,cons
3,domain3,domain2,Rec,mB,131.914893617021,0.95,cons
3,domain3,domain2,Rec,mB,135.31914893617,0.95,cons
3,domain3,domain2,Rec,mB,142.978723404255,0.95,cons
3,domain3,domain2,Rec,mB,149.36170212766,0.95,cons
3,domain3,domain2,Rec,mB,150.212765957447,0.95,cons
3,domain3,domain2,Rec,mB,151.489361702128,0.95,cons
3,domain3,domain2,Rec,mB,166.382978723404,0.95,cons
3,domain3,domain2,Rec,mB,169.36170212766,0.95,cons
3,domain3,domain2,Rec,mB,171.489361702128,0.95,cons
3,domain3,domain2,Rec,mB,181.276595744681,0.95,cons
3,domain3,domain2,Rec,mB,182.127659574468,0.95,cons
3,domain3,domain2,Rec,mB,182.978723404255,0.95,cons
3,domain3,domain2,Rec,mB,184.255319148936,0.95,cons
3,domain3,domain2,Rec,mB,185.106382978723,0.95,cons
3,domain3,domain2,Rec,mB,186.382978723404,0.95,cons
3,domain3,domain2,Rec,mB,195.31914893617,0.95,cons
3,domain3,domain2,Rec,mB,196.170212765957,0.95,cons
3,domain3,domain2,Rec,mB,198.723404255319,0.95,cons
3,domain3,domain2,Rec,mB,200,0.95,cons
6,domain3,domain3,Rec,m8,281.456953642384,0.99,pos
6,domain3,domain3,Par,mB,200.662251655629,0.99,pos
6,domain3,domain3,Par,mB,201.324503311258,0.99,pos
6,domain3,domain3,Par,mB,201.986754966887,0.99,pos
6,domain3,domain3,Par,mB,202.649006622517,0.99,pos
6,domain3,domain3,Par,mB,203.311258278146,0.99,pos
6,domain3,domain3,Par,mB,203.973509933775,0.99,pos
6,domain3,domain3,Par,mB,204.635761589404,0.99,pos
6,domain3,domain3,Par,mB,205.298013245033,0.99,pos
6,domain3,domain3,Par,mB,205.960264900662,0.99,pos
6,domain3,domain3,Par,mB,206.622516556291,0.99,pos
6,domain3,domain3,Par,mB,207.28476821192,0.99,pos
6,domain3,domain3,Par,mB,207.94701986755,0.99,pos
6,domain3,domain3,Par,mB,208.609271523179,0.99,pos
6,domain3,domain3,Par,mB,209.271523178808,0.99,pos
6,domain3,domain3,Par,mB,209.933774834437,0.99,pos
6,domain3,domain3,Par,mB,210.596026490066,0.99,pos
6,domain3,domain3,Par,mB,211.258278145695,0.99,pos
6,domain3,domain3,Par,mB,211.920529801325,0.99,pos
6,domain3,domain3,Par,mB,212.582781456954,0.99,pos
6,domain3,domain3,Par,mB,213.245033112583,0.99,pos
6,domain3,domain3,Par,mB,213.907284768212,0.99,pos
6,domain3,domain3,Par,mB,214.569536423841,0.99,pos
6,domain3,domain3,Par,mB,215.23178807947,0.99,pos
6,domain3,domain3,Par,mB,215.894039735099,0.99,pos
6,domain3,domain3,Par,mB,216.556291390728,0.99,pos
6,domain3,domain3,Par,mB,217.218543046358,0.99,pos
6,domain3,domain3,Par,mB,217.880794701987,0.99,pos
6,domain3,domain3,Par,mB,218.543046357616,0.99,pos
6,domain3,domain3,Par,mB,219.205298013245,0.99,pos
6,domain3,domain3,Par,mB,219.867549668874,0.99,pos
6,domain3,domain3,Par,mB,220.529801324503,0.99,pos
6,domain3,domain3,Par,mB,221.192052980132,0.99,pos
6,domain3,domain3,Par,mB,221.854304635762,0.99,pos
6,domain3,domain3,Par,mB,222.516556291391,0.99,pos
6,domain3,domain3,Par,mB,223.17880794702,0.99,pos
6,domain3,domain3,Par,mB,223.841059602649,0.99,pos
6,domain3,domain3,Par,mB,224.503311258278,0.99,pos
6,domain3,domain3,Par,mB,225.165562913907,0.99,pos
6,domain3,domain3,Par,mB,225.827814569536,0.99,pos
6,domain3,domain3,Par,mB,226.490066225166,0.99,pos
6,domain3,domain3,Par,mB,227.152317880795,0.99,pos
6,domain3,domain3,Par,mB,227.814569536424,0.99,pos
6,domain3,domain3,Par,mB,228.476821192053,0.99,pos
6,domain3,domain3,Par,mB,229.139072847682,0.99,pos
6,domain3,domain3,Par,mB,229.801324503311,0.99,pos
6,domain3,domain3,Par,mB,230.46357615894,0.99,pos
6,domain3,domain3,Par,mB,231.12582781457,0.99,pos
6,domain3,domain3,Par,mB,231.788079470199,0.99,pos
6,domain3,domain3,Par,mB,232.450331125828,0.99,pos
6,domain3,domain3,Par,mB,233.112582781457,0.99,pos
6,domain3,domain3,Par,mB,233.774834437086,0.99,pos
6,domain3,domain3,Par,mB,234.437086092715,0.99,pos
6,domain3,domain3,Par,mB,235.099337748344,0.99,pos
6,domain3,domain3,Par,mB,235.761589403974,0.99,pos
6,domain3,domain3,Par,mB,236.423841059603,0.99,pos
6,domain3,domain3,Par,mB,237.086092715232,0.99,pos
6,domain3,domain3,Par,mB,237.748344370861,0.99,pos
6,domain3,domain3,Par,mB,238.41059602649,0.99,pos
6,domain3,domain3,Par,mB,239.072847682119,0.99,pos
6,domain3,domain3,Par,mB,239.735099337748,0.99,pos
6,domain3,domain3,Par,mB,240.397350993377,0.99,pos
6,domain3,domain3,Par,mB,241.059602649007,0.99,pos
6,domain3,domain3,Par,mB,241.721854304636,0.99,pos
6,domain3,domain3,Par,mB,242.384105960265,0.99,pos
6,domain3,domain3,Par,mB,243.046357615894,0.99,pos
6,domain3,domain3,Par,mB,243.708609271523,0.99,pos
6,domain3,domain3,Par,mB,244.370860927152,0.99,pos
