Tox_type,Tox,Host_type,Group,Num_hosts
unaff,BT_Cry7Gb1,Species,Rank3,2
unaff,BT_Cry31Ab1,Species,Rank3,1
unaff,BT_Cry8Ad1,Species,Rank3,0
unaff,BT_Cry32Ua1,Species,Rank3,0
unaff,BT_Cry53Ab1,Species,Rank3,3
unaff,NOV_Cry8Db1_51.1_PNK22955.1,Species,Rank3,0
unaff,NOV_Cry32Ua1_65.2_AQM56939.1,Species,Rank3,0
unaff,BT_Cry1Bi1,Species,Rank3,3
unaff,BT_Cry4Ca1,Species,Rank3,0
unaff,BT_Cry62Aa1,Species,Rank3,1
unaff,BT_Cry32Ja1,Species,Rank3,0
unaff,BT_Cry7Ja1,Species,Rank3,0
unaff,BT_Cry30Ba1,Species,Rank3,0
unaff,BT_Cry2Ba2,Species,Rank3,4
unaff,BT_Cry42Aa1,Species,Rank3,1
unaff,NOV_Cry70Aa1_77.7_WP_098222608.1,Species,Rank3,0
unaff,BT_Cry32Da1,Species,Rank3,1
unaff,BT_Cry9Da1,Species,Rank3,3
unaff,BT_Cry8Db1,Species,Rank3,3
unaff,NOV_Cry21Ca2_64.6_AZR80780.1,Species,Rank3,0
unaff,BT_Cry21Ga1,Species,Rank3,0
unaff,BT_Cry2Ah3,Species,Rank3,4
unaff,BT_Cry8Ba1,Species,Rank3,5
unaff,BT_Cry8Ka3,Species,Rank3,1
unaff,BT_Cry8Aa1,Species,Rank3,2
unaff,BT_Cry9Eb1,Species,Rank3,4
unaff,BT_Cry43Aa1,Species,Rank3,1
unaff,BT_Cry9Ba1,Species,Rank3,0
unaff,BT_Cry66Aa1,Species,Rank3,0
unaff,NOV_Cry1Jc1_99.1_AAS93799.1,Species,Rank3,7
unaff,BT_Cry8Ia3,Species,Rank3,1
unaff,BT_Cry29Aa1,Species,Rank3,1
unaff,BT_Cry5Da1,Species,Rank3,2
unaff,BT_Cry21Ea1,Species,Rank3,0
unaff,BT_Cry7Ga2,Species,Rank3,0
unaff,BT_Cry7Gc1,Species,Rank3,0
unaff,NOV_Cry73Aa1_40.0_PQQ47537.1,Species,Rank3,0
unaff,NOV_Cry48Aa1_36.9_CAH33950.1,Species,Rank3,2
unaff,NOV_Cry4Cb3_34.4_PEA86378.1,Species,Rank3,0
unaff,BT_Cry26Aa1,Species,Rank3,0
unaff,BT_Cry70Bb1,Species,Rank3,0
unaff,BT_Cry32Ga1,Species,Rank3,0
unaff,BT_Cry32Ba1,Species,Rank3,1
unaff,NOV_Cry7Gb1_28.6_WP_103574454.1,Species,Rank3,0
unaff,BT_Cry21Da1,Species,Rank3,0
unaff,NOV_Cry21Ea1_32.5_AGS78122.1,Species,Rank3,0
unaff,NOV_Cry5Ba1_48.7_TEA80813.1,Species,Rank3,0
rec,NOV_Cry7Ca1_86.8_AGM39664.1,Species,Rank3,0
rec,BT_Cry2Am1,Species,Rank3,1
rec,NOV_Cry4Ba1_63.8_OUB35623.1,Species,Rank3,0
rec,BT_Cry50Aa1,Species,Rank3,0
rec,BT_Cry9Ca1,Species,Rank3,20
rec,BT_Cry7Cb1,Species,Rank3,0
rec,BT_Cry2Ai1,Species,Rank3,0
rec,BT_Cry32Hb1,Species,Rank3,2
rec,BT_Cry71Aa1,Species,Rank3,1
rec,BT_Cry8Ja1,Species,Rank3,0
rec,BT_Cry1Jd1,Species,Rank3,1
rec,BT_Cry19Aa1,Species,Rank3,2
rec,BT_Cry41Ab1,Species,Rank3,2
rec,BT_Cry1Db1,Species,Rank3,3
rec,BT_Cry13Aa1,Species,Rank3,2
rec,BT_Cry1Fa1,Species,Rank3,26
rec,BT_Cry14Ab1,Species,Rank3,2
rec,BT_Cry9Ga1,Species,Rank3,3
rec,NOV_Cry19Ba1_74.0_AGV55021.1,Species,Rank3,0
rec,NOV_Cry14Ab1_42.4_PGW46196.1,Species,Rank3,2
rec,BT_Cry24Ca1,Species,Rank3,1
rec,BT_Cry4Ba3,Species,Rank3,10
rec,NOV_Cry69Ab1_58.0_PER42111.1,Species,Rank3,2
rec,NOV_Cry21Aa2_44.6_AZR80772.1,Species,Rank3,0
rec,BT_Cry7Bb1,Species,Rank3,0
rec,BT_Cry3Bb1,Species,Rank3,6
rec,BT_Cry50Ba1,Species,Rank3,1
rec,NOV_Cry4Ba1_63.7_AJW76684.1,Species,Rank3,0
rec,NOV_Cry9Ga1_57.2_PER39584.1,Species,Rank3,4
rec,BT_Cry32Ha1,Species,Rank3,1
rec,BT_Cry1Cb1,Species,Rank3,4
rec,BT_Cry65Aa2,Species,Rank3,1
rec,BT_Cry8Fa2,Species,Rank3,2
rec,NOV_Cry7Ea2_99.9_AFI42038.1,Species,Rank3,0
rec,NOV_Cry7Ba1_84.3_AFI42043.1,Species,Rank3,0
rec,BT_Cry52Aa1,Species,Rank3,0
rec,BT_Cry1Ig1,Species,Rank3,3
rec,BT_Cry3Ba1,Species,Rank3,9
rec,BT_Cry59Ba1,Species,Rank3,2
rec,BT_Cry73Ba1,Species,Rank3,1
rec,NOV_Cry8Ab1_80.0_AMR06151.1,Species,Rank3,0
rec,BT_Cry9Ee1,Species,Rank3,3
rec,BT_Cry30Db1,Species,Rank3,0
rec,BT_Cry30Da1,Species,Rank3,0
rec,NOV_Cry32Ta1_48.0_AQX37180.1,Species,Rank3,0
rec,NOV_Cry8Aa1_47.1_EEM92570.1,Species,Rank3,0
rec,BT_Cry52Ba1,Species,Rank3,1
rec,BT_Cry1Be1,Species,Rank3,7
rec,BT_Cry1Dc1,Species,Rank3,0
rec,BT_Cry52Ca1,Species,Rank3,1
rec,NOV_Cry40Da1_65.0_CAH33957.1,Species,Rank3,0
rec,BT_Cry4Ba1,Species,Rank3,10
rec,BT_Cry1Bj1,Species,Rank3,3
rec,NOV_Cry56Aa2_56.0_AGV55019.1,Species,Rank3,1
rec,BT_Cry8Pa1,Species,Rank3,2
par,BT_Cry1Ea10,Species,Rank3,19
par,BT_Cry1Ac39,Species,Rank3,65
par,NOV_Cry7Ca1_86.8_AGM39664.1,Species,Rank3,0
par,NOV_Cry4Ba1_63.8_OUB35623.1,Species,Rank3,0
par,BT_Cry7Ha1,Species,Rank3,2
par,BT_Cry69Ab1,Species,Rank3,0
par,NOV_Cry7Cb1_60.4_OTY00887.1,Species,Rank3,0
par,NOV_Cry40Da1_81.5_AIN76756.1,Species,Rank3,0
par,BT_Cry1Ah2,Species,Rank3,6
par,BT_Cry8Ga1,Species,Rank3,3
par,BT_Cry50Ba1,Species,Rank3,1
par,BT_Cry8Da1,Species,Rank3,5
par,BT_Cry69Aa1,Species,Rank3,4
par,BT_Cry1Ai1,Species,Rank3,5
par,BT_Cry2Ab15,Species,Rank3,25
par,NOV_Cry1Ab32_92.7_AAK14337.1,Species,Rank3,3
par,BT_Cry1Dd1,Species,Rank3,2
par,BT_Cry8Ra1,Species,Rank3,0
par,BT_Cry3Ba1,Species,Rank3,9
par,BT_Cry32Ma1,Species,Rank3,0
par,BT_Cry1Gc1,Species,Rank3,4
par,BT_Cry52Ba1,Species,Rank3,1
par,BT_Cry7Ac1,Species,Rank3,0
par,NOV_Cry68Aa1_74.8_WP_103592020.1,Species,Rank3,0
par,BT_Cry1Jb1,Species,Rank3,5
par,BT_Cry52Ca1,Species,Rank3,1
par,NOV_Cry69Aa2_62.7_WP_103591151.1,Species,Rank3,0
par,BT_Cry59Aa1,Species,Rank3,0
par,BT_Cry9Ea10,Species,Rank3,2
par,BT_Cry7Ba1,Species,Rank3,1
par,NOV_Cry8Ha1_89.8_ATY50148.1,Species,Rank3,0
par,BT_Cry9Ec1,Species,Rank3,3
par,NOV_Cry32Va1_61.0_WP_134996253.1,Species,Rank3,0
par,BT_Cry1Gb1,Species,Rank3,2
par,BT_Cry9Bb1,Species,Rank3,3
par,NOV_Cry8Ca1_41.2_AST51780.1,Species,Rank3,0
par,BT_Cry19Aa1,Species,Rank3,2
par,BT_Cry1Ie4,Species,Rank3,9
par,BT_Cry32Pa1,Species,Rank3,0
par,BT_Cry30Aa1,Species,Rank3,1
par,BT_Cry1Aa10,Species,Rank3,48
par,BT_Cry1Bb1,Species,Rank3,8
par,BT_Cry1Ba1,Species,Rank3,36
par,BT_Cry1Fa1,Species,Rank3,26
par,NOV_Cry1Ab20_69.9_AAK14339.1,Species,Rank3,0
par,BT_Cry2Ag1,Species,Rank3,2
par,BT_Cry7Ca1,Species,Rank3,1
par,BT_Cry3Aa10,Species,Rank3,31
par,BT_Cry8Ha1,Species,Rank3,4
par,NOV_Cry30Ga2_64.5_ARJ25665.1,Species,Rank3,0
par,BT_Cry19Ba1,Species,Rank3,2
par,BT_Cry1Ab1,Species,Rank3,60
par,BT_Cry1Da1,Species,Rank3,19
par,NOV_Cry32Ma1_57.7_AXY11484.1,Species,Rank3,0
par,BT_Cry1Bf1,Species,Rank3,6
par,BT_Cry21Aa1,Species,Rank3,7
par,NOV_Cry9Ga1_58.0_AJS57594.1,Species,Rank3,0
par,BT_Cry68Aa1,Species,Rank3,2
par,BT_Cry1Aj1,Species,Rank3,3
par,BT_Cry72Aa1,Species,Rank3,1
par,BT_Cry8Qa1,Species,Rank3,2
par,NOV_Cry14Ab1_85.6_AXE15628.1,Species,Rank3,0
par,NOV_Cry65Aa2_55.6_PDY37670.1,Species,Rank3,0
par,BT_Cry1Ig1,Species,Rank3,3
par,BT_Cry40Aa1,Species,Rank3,0
par,NOV_Cry40Da1_77.3_ARJ25823.1,Species,Rank3,0
par,BT_Cry1Ma1,Species,Rank3,0
par,NOV_Cry1Ab12_91.4_AAK14338.1,Species,Rank3,1
par,BT_Cry30Fa1,Species,Rank3,4
par,BT_Cry2Aa13,Species,Rank3,43
par,BT_Cry1Bg1,Species,Rank3,0
par,BT_Cry1Ga2,Species,Rank3,0
par,BT_Cry1Bd1,Species,Rank3,2
par,NOV_Cry1Ie5_79.3_PQQ47595.1,Species,Rank3,0
par,BT_Cry30Ca1,Species,Rank3,0
par,BT_Cry1Ag1,Species,Rank3,0
par,BT_Cry9Ed1,Species,Rank3,1
par,NOV_Cry56Aa4_79.3_WP_103592286.1,Species,Rank3,0
par,BT_Cry1Ic1,Species,Rank3,1
par,NOV_Cry40Da1_66.9_PER55269.1,Species,Rank3,0
par,BT_Cry1Ad1,Species,Rank3,6
par,NOV_Cry8Ba1_88.6_AEP25412.1,Species,Rank3,0
par,BT_Cry1Db1,Species,Rank3,3
par,BT_Cry40Ba1,Species,Rank3,0
par,NOV_Cry14Aa1_44.0_PGW42274.1,Species,Rank3,0
par,BT_Cry24Da1,Species,Rank3,0
par,NOV_Cry3Aa12_81.9_AEZ53144.1,Species,Rank3,1
par,BT_Cry56Aa1,Species,Rank3,3
par,NOV_Cry71Aa1_65.9_PER41598.1,Species,Rank3,1
par,BT_Cry9Aa1,Species,Rank3,14
par,NOV_Cry8Ca1_42.6_ABY46520.1,Species,Rank3,0
par,NOV_Cry1Ea10_93.2_AAX86871.1,Species,Rank3,0
par,BT_Cry32Ha1,Species,Rank3,1
par,BT_Cry1Ja1,Species,Rank3,14
par,NOV_Cry1Ac23_90.7_CAQ03747.1,Species,Rank3,0
par,NOV_Cry7Ea2_99.9_AFI42038.1,Species,Rank3,0
par,BT_Cry52Aa1,Species,Rank3,0
par,NOV_Cry56Aa4_77.6_ARJ25668.1,Species,Rank3,0
par,BT_Cry30Ga1,Species,Rank3,2
par,BT_Cry1Dc1,Species,Rank3,0
par,NOV_Cry40Da1_65.0_CAH33957.1,Species,Rank3,0
par,BT_Cry41Aa1,Species,Rank3,1
par,BT_Cry8Ea2,Species,Rank3,5
par,BT_Cry40Ca1,Species,Rank3,0
par,BT_Cry32Oa1,Species,Rank3,0
par,BT_Cry2Ab12,Species,Rank3,25
par,BT_Cry8Ca1,Species,Rank3,7
par,BT_Cry14Aa1,Species,Rank3,5
par,BT_Cry1Id1,Species,Rank3,2
par,NOV_Cry13Aa1_50.1_ANS46780.1,Species,Rank3,0
par,BT_Cry21Ba1,Species,Rank3,0
par,BT_Cry1Eb1,Species,Rank3,7
par,BT_Cry32Hb1,Species,Rank3,2
par,BT_Cry2Al1,Species,Rank3,2
par,BT_Cry8Ja1,Species,Rank3,0
par,BT_Cry1Ia11,Species,Rank3,18
par,BT_Cry32Ta1,Species,Rank3,0
par,BT_Cry32Ka1,Species,Rank3,0
par,BT_Cry9Ga1,Species,Rank3,3
par,BT_Cry32Mb1,Species,Rank3,0
par,BT_Cry1Nb1,Species,Rank3,4
par,BT_Cry1Ia18,Species,Rank3,18
par,BT_Cry30Ea1,Species,Rank3,0
par,BT_Cry32Qa1,Species,Rank3,0
par,BT_Cry1Ca11,Species,Rank3,43
par,NOV_Cry56Aa4_56.4_PER37538.1,Species,Rank3,0
par,BT_Cry3Bb1,Species,Rank3,6
par,BT_Cry40Da1,Species,Rank3,1
par,BT_Cry2Ac10,Species,Rank3,11
par,NOV_Cry8Ha1_89.4_ABB29866.1,Species,Rank3,0
par,BT_Cry1Ka2,Species,Rank3,2
par,NOV_Cry68Aa1_80.1_PER38368.1,Species,Rank3,0
par,BT_Cry1Ab2,Species,Rank3,60
par,BT_Cry8Ab1,Species,Rank3,2
par,NOV_Cry7Ba1_84.3_AFI42043.1,Species,Rank3,0
par,NOV_Cry14Aa1_41.1_PGW46198.1,Species,Rank3,1
par,BT_Cry32Va1,Species,Rank3,0
par,BT_Cry1Na1,Species,Rank3,14
par,NOV_Cry8Da1_43.7_ANC11094.1,Species,Rank3,0
par,BT_Cry1Be1,Species,Rank3,7
par,NOV_Cry52Ca1_62.9_AZJ24464.1,Species,Rank3,0
par,NOV_Cry69Ab1_59.2_WP_103591619.1,Species,Rank3,0
par,BT_Cry1Fb1,Species,Rank3,3
par,BT_Cry8Hb1,Species,Rank3,1
par,BT_Cry3Ca1,Species,Rank3,3
par,BT_Cry4Da1,Species,Rank3,0
unaff,BT_Cry32Ea2,Species,Rank4,0
unaff,NOV_Cry8Ma2_96.0_WP_103622989.1,Species,Rank4,0
unaff,BT_Cry7Gd1,Species,Rank4,0
unaff,NOV_Cry4Ca2_51.6_AZJ24420.1,Species,Rank4,0
unaff,NOV_Cry21Ca2_65.9_AZR80774.1,Species,Rank4,0
unaff,BT_Cry32Ia1,Species,Rank4,0
unaff,NOV_Cry21Ea1_36.9_AGS78123.2,Species,Rank4,0
unaff,NOV_Cry10Aa1_97.0_ABW89733.1,Species,Rank4,1
unaff,BT_Cry11Bb1,Species,Rank4,5
unaff,BT_Cry32Ea1,Species,Rank4,0
unaff,BT_Cry5Ca1,Species,Rank4,2
unaff,NOV_Cry53Ab1_40.0_CAH33955.1,Species,Rank4,4
unaff,BT_Cry27Aa1,Species,Rank4,3
unaff,BT_Cry9Db1,Species,Rank4,1
unaff,BT_Cry24Ba1,Species,Rank4,0
unaff,NOV_Cry53Ab1_39.4_AFM37573.1,Species,Rank4,0
unaff,BT_Cry18Aa1,Species,Rank4,1
unaff,BT_Cry48Aa1,Species,Rank4,1
unaff,NOV_Cry73Aa1_88.4_AQM56942.1,Species,Rank4,0
unaff,BT_Cry8Ac1,Species,Rank4,0
unaff,NOV_Cry4Ca2_48.4_AZJ24771.1,Species,Rank4,0
unaff,BT_Cry1Hb1,Species,Rank4,1
unaff,BT_Cry20Ba2,Species,Rank4,1
unaff,BT_Cry57Aa1,Species,Rank4,0
unaff,BT_Cry43Ca1,Species,Rank4,2
unaff,NOV_Cry8Ma3_96.0_ATY50149.1,Species,Rank4,0
unaff,BT_Cry2Ak1,Species,Rank4,5
unaff,BT_Cry32Na1,Species,Rank4,0
unaff,BT_Cry54Ab1,Species,Rank4,1
unaff,NOV_Cry10Aa1_94.4_ABW89736.1,Species,Rank4,1
unaff,BT_Cry7Ab1,Species,Rank4,0
unaff,BT_Cry32Aa1,Species,Rank4,1
unaff,BT_Cry8Ta1,Species,Rank4,0
unaff,BT_Cry18Ca1,Species,Rank4,0
unaff,NOV_Cry4Aa1_32.5_ADM64568.1,Species,Rank4,0
unaff,BT_Cry31Ac1,Species,Rank4,1
unaff,BT_Cry32Cb1,Species,Rank4,0
unaff,BT_Cry18Ba1,Species,Rank4,0
unaff,BT_Cry58Aa1,Species,Rank4,0
unaff,BT_Cry70Ba1,Species,Rank4,1
unaff,NOV_Cry7Gb1_94.1_AGM39662.1,Species,Rank4,0
unaff,BT_Cry5Ba1,Species,Rank4,13
unaff,BT_Cry2Aa3,Species,Rank4,2
unaff,NOV_Cry8Kb1_73.3_APT36283.1,Species,Rank4,0
unaff,NOV_Cry53Ab1_40.9_APA45008.1,Species,Rank4,0
unaff,BT_Cry48Ab1,Species,Rank4,0
unaff,BT_Cry7Fb3,Species,Rank4,0
unaff,BT_Cry39Aa1,Species,Rank4,2
unaff,BT_Cry8Kb1,Species,Rank4,1
unaff,BT_Cry32La1,Species,Rank4,0
unaff,BT_Cry32Sa1,Species,Rank4,1
unaff,NOV_Cry53Aa1_40.7_WP_103591149.1,Species,Rank4,0
unaff,BT_Cry16Aa1,Species,Rank4,0
unaff,BT_Cry1Hc1,Species,Rank4,2
unaff,NOV_Cry2Ak1_76.8_AX513524.1,Species,Rank4,4
unaff,BT_Cry1La1,Species,Rank4,2
unaff,BT_Cry7Ab5,Species,Rank4,0
unaff,BT_Cry8Ib1,Species,Rank4,0
unaff,NOV_Cry21Ea1_40.3_AOM14729.1,Species,Rank4,0
unaff,BT_Cry43Cc1,Species,Rank4,0
unaff,BT_Cry43Ba1,Species,Rank4,1
unaff,BT_Cry7Fa1,Species,Rank4,0
unaff,NOV_Cry8Db1_49.9_WP_103653049.1,Species,Rank4,0
unaff,NOV_Cry24Aa1_98.3_WP_086403584.1,Species,Rank4,0
unaff,BT_Cry61Aa1,Species,Rank4,0
unaff,BT_Cry8Ka1,Species,Rank4,1
unaff,BT_Cry44Aa1,Species,Rank4,3
unaff,BT_Cry2Ad5,Species,Rank4,0
unaff,NOV_Cry29Aa1_96.4_OUC03129.1,Species,Rank4,0
unaff,BT_Cry17Aa1,Species,Rank4,0
unaff,NOV_Cry41Ca1_39.9_WP_001075423.1,Species,Rank4,0
unaff,BT_Cry11Ba1,Species,Rank4,5
unaff,BT_Cry28Aa2,Species,Rank4,0
unaff,BT_Cry5Ea2,Species,Rank4,0
unaff,NOV_Cry68Aa1_46.2_ARJ25655.1,Species,Rank4,0
unaff,NOV_Cry41Ca1_50.4_AZJ24166.1,Species,Rank4,0
unaff,NOV_Cry8Ab1_80.3_AFP44678.1,Species,Rank4,0
unaff,BT_Cry53Aa1,Species,Rank4,0
unaff,NOV_Cry11Aa1_99.2_AXJ97555.1,Species,Rank4,0
unaff,BT_Cry32Fa1,Species,Rank4,0
unaff,NOV_Cry32Hb1_41.4_AQX37181.1,Species,Rank4,0
unaff,BT_Cry73Aa1,Species,Rank4,0
unaff,BT_Cry9Fa1,Species,Rank4,0
unaff,BT_Cry7Da1,Species,Rank4,0
unaff,BT_Cry2Ae1,Species,Rank4,4
unaff,NOV_Cry19Aa1_29.2_PEA88281.1,Species,Rank4,0
unaff,BT_Cry12Aa1,Species,Rank4,2
unaff,BT_Cry32Ca1,Species,Rank4,0
unaff,NOV_Cry43Cb1_38.6_AGV55020.1,Species,Rank4,0
