ID	Coord	Identity	Flank_num	Reg_type	Reg_domain	Flank_class
0	85	1.0	Break1	break_flank	linker23	Zone3
0	86	1.0	Break1	break_flank	linker23	Zone3
0	87	1.0	Break1	break_flank	linker23	Zone3
0	88	1.0	Break1	break_flank	linker23	Zone3
0	89	0	Break1	break_flank	linker23	Zone3
0	90	0	Break1	break_flank	linker23	Zone3
0	91	0	Break1	break_flank	linker23	Zone3
0	92	1.0	Break1	break_flank	linker23	Zone3
0	93	1.0	Break1	break_flank	linker23	Zone3
0	94	1.0	Break1	break_flank	linker23	Zone3
0	95	0	Break1	break_flank	linker23	Zone3
0	96	1.0	Break1	break_flank	linker23	Zone3
0	97	0	Break1	break_flank	linker23	Zone3
0	98	0	Break1	break_flank	linker23	Zone3
0	99	1.0	Break1	break_flank	linker23	Zone3
0	100	1.0	Break1	breakpoint	linker23	Zone3
0	101	0	Break1	break_flank	linker23	Zone3
0	102	0	Break1	break_flank	linker23	Zone3
0	103	0	Break1	break_flank	linker23	Zone3
0	104	0	Break1	break_flank	linker23	Zone3
0	105	0	Break1	break_flank	linker23	Zone3
0	106	1.0	Break1	break_flank	linker23	Zone3
0	107	1.0	Break1	break_flank	linker23	Zone3
0	108	1.0	Break1	break_flank	linker23	Zone3
0	109	1.0	Break1	break_flank	linker23	Zone3
0	110	0	Break1	break_flank	linker23	Zone3
0	111	0	Break1	break_flank	linker23	Zone3
0	112	1.0	Break1	break_flank	linker23	Zone3
0	113	1.0	Break1	break_flank	linker23	Zone3
0	114	0	Break1	break_flank	linker23	Zone3
0	115	0	Break1	break_flank	linker23	Zone3
0	116	0	Break1	break_flank	linker23	Zone3
0	117	1.0	Break1	break_flank	linker23	Zone3
0	118	1.0	Break1	break_flank	domain3	Zone3
0	119	1.0	Break1	break_flank	domain3	Zone3
0	120	1.0	Break1	break_flank	domain3	Zone3
0	121	1.0	Break1	break_flank	domain3	Zone3
0	122	1.0	Break1	break_flank	domain3	Zone3
0	123	0	Break1	break_flank	domain3	Zone3
0	124	1.0	Break1	break_flank	domain3	Zone3
0	125	0	Break1	break_flank	domain3	Zone3
0	126	1.0	Break1	break_flank	domain3	Zone3
0	127	1.0	Break1	break_flank	domain3	Zone3
0	128	1.0	Break1	break_flank	domain3	Zone3
0	129	1.0	Break1	break_flank	domain3	Zone3
0	130	1.0	Break1	break_flank	domain3	Zone3
0	131	0	Break1	100_nucl_right	domain3	Zone3
0	132	1.0	Break1	100_nucl_right	domain3	Zone3
0	133	1.0	Break1	100_nucl_right	domain3	Zone3
0	134	1.0	Break1	100_nucl_right	domain3	Zone3
0	135	0	Break1	100_nucl_right	domain3	Zone3
0	136	1.0	Break1	100_nucl_right	domain3	Zone3
0	137	0	Break1	100_nucl_right	domain3	Zone3
0	138	0	Break1	100_nucl_right	domain3	Zone3
0	139	0	Break1	100_nucl_right	domain3	Zone3
0	140	0	Break1	100_nucl_right	domain3	Zone3
0	141	1.0	Break1	100_nucl_right	domain3	Zone3
0	142	1.0	Break1	100_nucl_right	domain3	Zone3
0	143	0	Break1	100_nucl_right	domain3	Zone3
0	144	1.0	Break1	100_nucl_right	domain3	Zone3
0	145	1.0	Break1	100_nucl_right	domain3	Zone3
0	146	0	Break1	100_nucl_right	domain3	Zone3
0	147	1.0	Break1	100_nucl_right	domain3	Zone3
0	148	1.0	Break1	100_nucl_right	domain3	Zone3
0	149	1.0	Break1	100_nucl_right	domain3	Zone3
0	150	0	Break1	100_nucl_right	domain3	Zone3
0	151	0	Break1	100_nucl_right	domain3	Zone3
0	152	0	Break1	100_nucl_right	domain3	Zone3
0	153	0	Break1	100_nucl_right	domain3	Zone3
0	154	0	Break1	100_nucl_right	domain3	Zone3
0	155	0	Break1	100_nucl_right	domain3	Zone3
0	156	0	Break1	100_nucl_right	domain3	Zone3
0	157	0	Break1	100_nucl_right	domain3	Zone3
0	158	0	Break1	100_nucl_right	domain3	Zone3
0	159	0	Break1	100_nucl_right	domain3	Zone3
0	160	0	Break1	100_nucl_right	domain3	Zone3
0	161	0	Break1	100_nucl_right	domain3	Zone3
0	162	0	Break1	100_nucl_right	domain3	Zone3
0	163	0	Break1	100_nucl_right	domain3	Zone3
0	164	0	Break1	100_nucl_right	domain3	Zone3
0	165	0	Break1	100_nucl_right	domain3	Zone3
0	166	0	Break1	100_nucl_right	domain3	Zone3
0	167	0	Break1	100_nucl_right	domain3	Zone3
0	168	1.0	Break1	100_nucl_right	domain3	Zone3
0	169	1.0	Break1	100_nucl_right	domain3	Zone3
0	170	1.0	Break1	100_nucl_right	domain3	Zone3
0	171	0	Break1	100_nucl_right	domain3	Zone3
0	172	0	Break1	100_nucl_right	domain3	Zone3
0	173	0	Break1	100_nucl_right	domain3	Zone3
0	174	0	Break1	100_nucl_right	domain3	Zone3
0	175	1.0	Break1	100_nucl_right	domain3	Zone3
0	176	0	Break1	100_nucl_right	domain3	Zone3
0	177	0	Break1	100_nucl_right	domain3	Zone3
0	178	1.0	Break1	100_nucl_right	domain3	Zone3
0	179	0	Break1	100_nucl_right	domain3	Zone3
0	180	0	Break1	100_nucl_right	domain3	Zone3
0	181	0	Break1	100_nucl_right	domain3	Zone3
0	182	1.0	Break1	100_nucl_right	domain3	Zone3
0	183	0	Break1	100_nucl_right	domain3	Zone3
0	184	1.0	Break1	100_nucl_right	domain3	Zone3
0	185	0	Break1	100_nucl_right	domain3	Zone3
0	186	0	Break1	100_nucl_right	domain3	Zone3
0	187	0	Break1	100_nucl_right	domain3	Zone3
0	188	1.0	Break1	100_nucl_right	domain3	Zone3
0	189	1.0	Break1	100_nucl_right	domain3	Zone3
0	190	1.0	Break1	100_nucl_right	domain3	Zone3
0	191	0	Break1	100_nucl_right	domain3	Zone3
0	192	0	Break1	100_nucl_right	domain3	Zone3
0	193	0	Break1	100_nucl_right	domain3	Zone3
0	194	1.0	Break1	100_nucl_right	domain3	Zone3
0	195	0	Break1	100_nucl_right	domain3	Zone3
0	196	0	Break1	100_nucl_right	domain3	Zone3
0	197	0	Break1	100_nucl_right	domain3	Zone3
0	198	1.0	Break1	100_nucl_right	domain3	Zone3
0	199	0	Break1	100_nucl_right	domain3	Zone3
2	0	0.8	Break1	100_nucl_left	domain2	Zone3
2	1	0.8	Break1	100_nucl_left	domain2	Zone3
2	2	0	Break1	100_nucl_left	domain2	Zone3
2	3	0	Break1	100_nucl_left	domain2	Zone3
2	4	1.0	Break1	100_nucl_left	domain2	Zone3
2	5	1.0	Break1	100_nucl_left	domain2	Zone3
2	6	0	Break1	100_nucl_left	domain2	Zone3
2	7	0	Break1	100_nucl_left	domain2	Zone3
2	8	1.0	Break1	100_nucl_left	domain2	Zone3
2	9	0.8	Break1	100_nucl_left	linker23	Zone3
2	10	0.8	Break1	100_nucl_left	linker23	Zone3
2	11	0.8	Break1	100_nucl_left	linker23	Zone3
2	12	0	Break1	100_nucl_left	linker23	Zone3
2	13	0	Break1	100_nucl_left	linker23	Zone3
2	14	0	Break1	100_nucl_left	linker23	Zone3
2	15	0	Break1	100_nucl_left	linker23	Zone3
2	16	0.8	Break1	100_nucl_left	linker23	Zone3
2	17	0.7	Break1	100_nucl_left	linker23	Zone3
2	18	1.0	Break1	100_nucl_left	linker23	Zone3
2	19	0	Break1	100_nucl_left	linker23	Zone3
2	20	1.0	Break1	100_nucl_left	linker23	Zone3
2	21	0	Break1	100_nucl_left	linker23	Zone3
2	22	0.7	Break1	100_nucl_left	linker23	Zone3
2	23	0	Break1	100_nucl_left	linker23	Zone3
2	24	0	Break1	100_nucl_left	linker23	Zone3
2	25	0	Break1	100_nucl_left	linker23	Zone3
2	26	1.0	Break1	100_nucl_left	linker23	Zone3
2	27	0	Break1	100_nucl_left	linker23	Zone3
2	28	0	Break1	100_nucl_left	linker23	Zone3
2	29	0	Break1	100_nucl_left	linker23	Zone3
2	30	1.0	Break1	100_nucl_left	linker23	Zone3
2	31	0	Break1	100_nucl_left	linker23	Zone3
2	32	1.0	Break1	100_nucl_left	linker23	Zone3
2	33	0	Break1	100_nucl_left	linker23	Zone3
2	34	1.0	Break1	100_nucl_left	linker23	Zone3
2	35	1.0	Break1	100_nucl_left	domain3	Zone3
2	36	0.8	Break1	100_nucl_left	domain3	Zone3
2	37	0	Break1	100_nucl_left	domain3	Zone3
2	38	0	Break1	100_nucl_left	domain3	Zone3
2	39	1.0	Break1	100_nucl_left	domain3	Zone3
2	40	1.0	Break1	100_nucl_left	domain3	Zone3
2	41	1.0	Break1	100_nucl_left	domain3	Zone3
2	42	0	Break1	100_nucl_left	domain3	Zone3
2	43	1.0	Break1	100_nucl_left	domain3	Zone3
2	44	1.0	Break1	100_nucl_left	domain3	Zone3
2	45	1.0	Break1	100_nucl_left	domain3	Zone3
2	46	1.0	Break1	100_nucl_left	domain3	Zone3
2	47	1.0	Break1	100_nucl_left	domain3	Zone3
2	48	0	Break1	100_nucl_left	domain3	Zone3
2	49	0	Break1	100_nucl_left	domain3	Zone3
2	50	0	Break1	100_nucl_left	domain3	Zone3
2	51	0.8	Break1	100_nucl_left	domain3	Zone3
2	52	1.0	Break1	100_nucl_left	domain3	Zone3
2	53	1.0	Break1	100_nucl_left	domain3	Zone3
2	54	0.8	Break1	100_nucl_left	domain3	Zone3
2	55	1.0	Break1	100_nucl_left	domain3	Zone3
2	56	0	Break1	100_nucl_left	domain3	Zone3
2	57	0	Break1	100_nucl_left	domain3	Zone3
2	58	0	Break1	100_nucl_left	domain3	Zone3
2	59	0.8	Break1	100_nucl_left	domain3	Zone3
2	60	1.0	Break1	100_nucl_left	domain3	Zone3
2	61	1.0	Break1	100_nucl_left	domain3	Zone3
2	62	1.0	Break1	100_nucl_left	domain3	Zone3
2	63	0.8	Break1	100_nucl_left	domain3	Zone3
2	64	0.8	Break1	100_nucl_left	domain3	Zone3
2	65	0	Break1	100_nucl_left	domain3	Zone3
2	66	0.7	Break1	100_nucl_left	domain3	Zone3
2	67	0.7	Break1	100_nucl_left	domain3	Zone3
2	68	0.6	Break1	100_nucl_left	domain3	Zone3
2	69	0.8	Break1	100_nucl_left	domain3	Zone3
2	70	0	Break1	break_flank	domain3	Zone3
2	71	0.8	Break1	break_flank	domain3	Zone3
2	72	0	Break1	break_flank	domain3	Zone3
2	73	0	Break1	break_flank	domain3	Zone3
2	74	0	Break1	break_flank	domain3	Zone3
2	75	0	Break1	break_flank	domain3	Zone3
2	76	0	Break1	break_flank	domain3	Zone3
2	77	0.8	Break1	break_flank	domain3	Zone3
2	78	0.8	Break1	break_flank	domain3	Zone3
2	79	1.0	Break1	break_flank	domain3	Zone3
2	80	1.0	Break1	break_flank	domain3	Zone3
2	81	1.0	Break1	break_flank	domain3	Zone3
2	82	0	Break1	break_flank	domain3	Zone3
2	83	1.0	Break1	break_flank	domain3	Zone3
2	84	0.7	Break1	break_flank	domain3	Zone3
2	85	0	Break1	break_flank	domain3	Zone3
2	86	1.0	Break1	break_flank	domain3	Zone3
2	87	0.7	Break1	break_flank	domain3	Zone3
2	88	0	Break1	break_flank	domain3	Zone3
2	89	1.0	Break1	break_flank	domain3	Zone3
2	90	0	Break1	break_flank	domain3	Zone3
2	91	1.0	Break1	break_flank	domain3	Zone3
2	92	1.0	Break1	break_flank	domain3	Zone3
2	93	0	Break1	break_flank	domain3	Zone3
2	94	0	Break1	break_flank	domain3	Zone3
2	95	1.0	Break1	break_flank	domain3	Zone3
2	96	1.0	Break1	break_flank	domain3	Zone3
2	97	1.0	Break1	break_flank	domain3	Zone3
2	98	1.0	Break1	break_flank	domain3	Zone3
2	99	1.0	Break1	break_flank	domain3	Zone3
2	100	1.0	Break1	breakpoint	domain3	Zone3
2	101	1.0	Break1	break_flank	domain3	Zone3
2	102	0	Break1	break_flank	domain3	Zone3
2	103	1.0	Break1	break_flank	domain3	Zone3
2	104	0	Break1	break_flank	domain3	Zone3
2	105	0	Break1	break_flank	domain3	Zone3
2	106	1.0	Break1	break_flank	domain3	Zone3
2	107	1.0	Break1	break_flank	domain3	Zone3
2	108	1.0	Break1	break_flank	domain3	Zone3
2	109	1.0	Break1	break_flank	domain3	Zone3
2	110	1.0	Break1	break_flank	domain3	Zone3
2	111	1.0	Break1	break_flank	domain3	Zone3
2	112	1.0	Break1	break_flank	domain3	Zone3
2	113	1.0	Break1	break_flank	domain3	Zone3
2	114	1.0	Break1	break_flank	domain3	Zone3
2	115	1.0	Break1	break_flank	domain3	Zone3
2	116	1.0	Break1	break_flank	domain3	Zone3
2	117	0	Break1	break_flank	domain3	Zone3
2	118	1.0	Break1	break_flank	domain3	Zone3
2	119	1.0	Break1	break_flank	domain3	Zone3
2	120	1.0	Break1	break_flank	domain3	Zone3
2	121	1.0	Break1	break_flank	domain3	Zone3
2	122	1.0	Break1	break_flank	domain3	Zone3
2	123	1.0	Break1	break_flank	domain3	Zone3
2	124	1.0	Break1	break_flank	domain3	Zone3
2	125	1.0	Break1	break_flank	domain3	Zone3
2	126	1.0	Break1	break_flank	domain3	Zone3
2	127	1.0	Break1	break_flank	domain3	Zone3
2	128	1.0	Break1	break_flank	domain3	Zone3
2	129	0.7	Break1	break_flank	domain3	Zone3
2	130	0.8	Break1	break_flank	domain3	Zone3
2	131	0.8	Break1	100_nucl_right	domain3	Zone3
2	132	0	Break1	100_nucl_right	domain3	Zone3
2	133	0	Break1	100_nucl_right	domain3	Zone3
2	134	0.8	Break1	100_nucl_right	domain3	Zone3
2	135	0	Break1	100_nucl_right	domain3	Zone3
2	136	0.8	Break1	100_nucl_right	domain3	Zone3
2	137	0.8	Break1	100_nucl_right	domain3	Zone3
2	138	0	Break1	100_nucl_right	domain3	Zone3
2	139	0.8	Break1	100_nucl_right	domain3	Zone3
2	140	0.8	Break1	100_nucl_right	domain3	Zone3
2	141	0.8	Break1	100_nucl_right	domain3	Zone3
2	142	0.8	Break1	100_nucl_right	domain3	Zone3
2	143	0	Break1	100_nucl_right	domain3	Zone3
2	144	0	Break1	100_nucl_right	domain3	Zone3
2	145	1.0	Break1	100_nucl_right	domain3	Zone3
2	146	1.0	Break1	100_nucl_right	domain3	Zone3
2	147	1.0	Break1	100_nucl_right	domain3	Zone3
2	148	0	Break1	100_nucl_right	domain3	Zone3
2	149	0	Break1	100_nucl_right	domain3	Zone3
2	150	1.0	Break1	100_nucl_right	domain3	Zone3
2	151	0	Break1	100_nucl_right	domain3	Zone3
2	152	1.0	Break1	100_nucl_right	domain3	Zone3
2	153	0	Break1	100_nucl_right	domain3	Zone3
2	154	0	Break1	100_nucl_right	domain3	Zone3
2	155	0	Break1	100_nucl_right	domain3	Zone3
2	156	0	Break1	100_nucl_right	domain3	Zone3
2	157	1.0	Break1	100_nucl_right	domain3	Zone3
2	158	1.0	Break1	100_nucl_right	domain3	Zone3
2	159	1.0	Break1	100_nucl_right	domain3	Zone3
2	160	1.0	Break1	100_nucl_right	domain3	Zone3
2	161	1.0	Break1	100_nucl_right	domain3	Zone3
2	162	1.0	Break1	100_nucl_right	domain3	Zone3
2	163	0	Break1	100_nucl_right	domain3	Zone3
2	164	1.0	Break1	100_nucl_right	domain3	Zone3
2	165	1.0	Break1	100_nucl_right	domain3	Zone3
2	166	1.0	Break1	100_nucl_right	domain3	Zone3
2	167	1.0	Break1	100_nucl_right	domain3	Zone3
2	168	0	Break1	100_nucl_right	domain3	Zone3
2	169	1.0	Break1	100_nucl_right	domain3	Zone3
2	170	0.8	Break1	100_nucl_right	domain3	Zone3
2	171	0	Break1	100_nucl_right	domain3	Zone3
2	172	0	Break1	100_nucl_right	domain3	Zone3
2	173	1.0	Break1	100_nucl_right	domain3	Zone3
2	174	0	Break1	100_nucl_right	domain3	Zone3
2	175	1.0	Break1	100_nucl_right	domain3	Zone3
2	176	1.0	Break1	100_nucl_right	domain3	Zone3
2	177	0.8	Break1	100_nucl_right	domain3	Zone3
2	178	1.0	Break1	100_nucl_right	domain3	Zone3
2	179	0	Break1	100_nucl_right	domain3	Zone3
2	180	1.0	Break1	100_nucl_right	domain3	Zone3
2	181	0	Break1	100_nucl_right	domain3	Zone3
2	182	0	Break1	100_nucl_right	domain3	Zone3
2	183	1.0	Break1	100_nucl_right	domain3	Zone3
2	184	1.0	Break1	100_nucl_right	domain3	Zone3
2	185	1.0	Break1	100_nucl_right	domain3	Zone3
2	186	1.0	Break1	100_nucl_right	domain3	Zone3
2	187	0	Break1	100_nucl_right	domain3	Zone3
2	188	1.0	Break1	100_nucl_right	domain3	Zone3
2	189	1.0	Break1	100_nucl_right	domain3	Zone3
2	190	1.0	Break1	100_nucl_right	domain3	Zone3
2	191	1.0	Break1	100_nucl_right	domain3	Zone3
2	192	1.0	Break1	100_nucl_right	domain3	Zone3
2	193	1.0	Break1	100_nucl_right	domain3	Zone3
2	194	1.0	Break1	100_nucl_right	domain3	Zone3
2	195	0	Break1	100_nucl_right	domain3	Zone3
2	196	1.0	Break1	100_nucl_right	domain3	Zone3
2	197	1.0	Break1	100_nucl_right	domain3	Zone3
2	198	1.0	Break1	100_nucl_right	domain3	Zone3
2	199	0	Break1	100_nucl_right	domain3	Zone3
3	0	1.0	Break1	100_nucl_left	domain3	Zone3
3	1	0	Break1	100_nucl_left	domain3	Zone3
3	2	1.0	Break1	100_nucl_left	domain3	Zone3
3	3	1.0	Break1	100_nucl_left	domain3	Zone3
3	4	0	Break1	100_nucl_left	domain3	Zone3
3	5	1.0	Break1	100_nucl_left	domain3	Zone3
3	6	1.0	Break1	100_nucl_left	domain3	Zone3
3	7	0	Break1	100_nucl_left	domain3	Zone3
3	8	1.0	Break1	100_nucl_left	domain3	Zone3
3	9	1.0	Break1	100_nucl_left	domain3	Zone3
3	10	1.0	Break1	100_nucl_left	domain3	Zone3
3	11	0	Break1	100_nucl_left	domain3	Zone3
3	12	1.0	Break1	100_nucl_left	domain3	Zone3
3	13	1.0	Break1	100_nucl_left	domain3	Zone3
3	14	0	Break1	100_nucl_left	domain3	Zone3
3	15	1.0	Break1	100_nucl_left	domain3	Zone3
3	16	1.0	Break1	100_nucl_left	domain3	Zone3
3	17	1.0	Break1	100_nucl_left	domain3	Zone3
3	18	1.0	Break1	100_nucl_left	domain3	Zone3
3	19	1.0	Break1	100_nucl_left	domain3	Zone3
3	20	1.0	Break1	100_nucl_left	domain3	Zone3
3	21	1.0	Break1	100_nucl_left	domain3	Zone3
3	22	0	Break1	100_nucl_left	domain3	Zone3
3	23	1.0	Break1	100_nucl_left	domain3	Zone3
3	24	1.0	Break1	100_nucl_left	domain3	Zone3
3	25	1.0	Break1	100_nucl_left	domain3	Zone3
3	26	1.0	Break1	100_nucl_left	domain3	Zone3
3	27	1.0	Break1	100_nucl_left	domain3	Zone3
3	28	1.0	Break1	100_nucl_left	domain3	Zone3
3	29	1.0	Break1	100_nucl_left	domain3	Zone3
3	30	0	Break1	100_nucl_left	domain3	Zone3
3	31	1.0	Break1	100_nucl_left	domain3	Zone3
3	32	1.0	Break1	100_nucl_left	domain3	Zone3
3	33	1.0	Break1	100_nucl_left	domain3	Zone3
3	34	1.0	Break1	100_nucl_left	domain3	Zone3
3	35	0	Break1	100_nucl_left	domain3	Zone3
3	36	1.0	Break1	100_nucl_left	domain3	Zone3
3	37	0	Break1	100_nucl_left	domain3	Zone3
3	38	0	Break1	100_nucl_left	domain3	Zone3
3	39	1.0	Break1	100_nucl_left	domain3	Zone3
3	40	1.0	Break1	100_nucl_left	domain3	Zone3
3	41	0	Break1	100_nucl_left	domain3	Zone3
3	42	0	Break1	100_nucl_left	domain3	Zone3
3	43	0	Break1	100_nucl_left	domain3	Zone3
3	44	0	Break1	100_nucl_left	domain3	Zone3
3	45	0	Break1	100_nucl_left	domain3	Zone3
3	46	0	Break1	100_nucl_left	domain3	Zone3
3	47	0	Break1	100_nucl_left	domain3	Zone3
3	48	0	Break1	100_nucl_left	domain3	Zone3
3	49	1.0	Break1	100_nucl_left	domain3	Zone3
3	50	0	Break1	100_nucl_left	domain3	Zone3
3	51	1.0	Break1	100_nucl_left	domain3	Zone3
3	52	0	Break1	100_nucl_left	domain3	Zone3
3	53	0	Break1	100_nucl_left	domain3	Zone3
3	54	0	Break1	100_nucl_left	domain3	Zone3
3	55	0	Break1	100_nucl_left	domain3	Zone3
3	56	1.0	Break1	100_nucl_left	domain3	Zone3
3	57	1.0	Break1	100_nucl_left	domain3	Zone3
3	58	1.0	Break1	100_nucl_left	domain3	Zone3
3	59	1.0	Break1	100_nucl_left	domain3	Zone3
3	60	1.0	Break1	100_nucl_left	domain3	Zone3
3	61	0	Break1	100_nucl_left	domain3	Zone3
3	62	1.0	Break1	100_nucl_left	domain3	Zone3
3	63	1.0	Break1	100_nucl_left	domain3	Zone3
3	64	1.0	Break1	100_nucl_left	domain3	Zone3
3	65	1.0	Break1	100_nucl_left	domain3	Zone3
3	66	1.0	Break1	100_nucl_left	domain3	Zone3
3	67	1.0	Break1	100_nucl_left	domain3	Zone3
3	68	1.0	Break1	100_nucl_left	domain3	Zone3
3	69	1.0	Break1	100_nucl_left	domain3	Zone3
3	70	0	Break1	break_flank	domain3	Zone3
3	71	1.0	Break1	break_flank	domain3	Zone3
3	72	1.0	Break1	break_flank	domain3	Zone3
3	73	1.0	Break1	break_flank	domain3	Zone3
3	74	1.0	Break1	break_flank	domain3	Zone3
3	75	1.0	Break1	break_flank	domain3	Zone3
3	76	1.0	Break1	break_flank	domain3	Zone3
3	77	1.0	Break1	break_flank	domain3	Zone3
3	78	1.0	Break1	break_flank	domain3	Zone3
3	79	1.0	Break1	break_flank	domain3	Zone3
3	80	1.0	Break1	break_flank	domain3	Zone3
3	81	1.0	Break1	break_flank	domain3	Zone3
3	82	0	Break1	break_flank	domain3	Zone3
3	83	1.0	Break1	break_flank	domain3	Zone3
3	84	1.0	Break1	break_flank	domain3	Zone3
3	85	1.0	Break1	break_flank	domain3	Zone3
3	86	1.0	Break1	break_flank	domain3	Zone3
3	87	1.0	Break1	break_flank	domain3	Zone3
3	88	1.0	Break1	break_flank	domain3	Zone3
3	89	1.0	Break1	break_flank	domain3	Zone3
3	90	1.0	Break1	break_flank	domain3	Zone3
3	91	1.0	Break1	break_flank	domain3	Zone3
3	92	1.0	Break1	break_flank	domain3	Zone3
3	93	1.0	Break1	break_flank	domain3	Zone3
3	94	1.0	Break1	break_flank	domain3	Zone3
3	95	1.0	Break1	break_flank	domain3	Zone3
3	96	1.0	Break1	break_flank	domain3	Zone3
3	97	0	Break1	break_flank	domain3	Zone3
3	98	1.0	Break1	break_flank	domain3	Zone3
3	99	1.0	Break1	break_flank	domain3	Zone3
3	100	1.0	Break1	breakpoint	domain3	Zone3
3	101	0	Break1	break_flank	domain3	Zone3
3	102	0	Break1	break_flank	domain3	Zone3
3	103	1.0	Break1	break_flank	domain3	Zone3
3	104	0	Break1	break_flank	domain3	Zone3
3	105	1.0	Break1	break_flank	domain3	Zone3
3	106	0	Break1	break_flank	domain3	Zone3
3	107	1.0	Break1	break_flank	domain3	Zone3
3	108	0	Break1	break_flank	domain3	Zone3
3	109	1.0	Break1	break_flank	domain3	Zone3
3	110	1.0	Break1	break_flank	domain3	Zone3
